feature_set	alpha	sign_status	PC1_control	PC2_control	PC3_control	direction_cosine_to_measured_correction	PC3_negative_pull_recovered	latent_mean_rmse	latent_mmd_rbf	latent_sliced_wasserstein	latent_covariance_frobenius	dmr_mean_rmse	dmr_correlation	dmr_distributional_rmse	basin_radius_q90	basin_radius_q95	pred_basin_occupancy_q90	pred_basin_occupancy_q95	observed_basin_occupancy_q90	observed_basin_occupancy_q95	pred_mean_distance_to_morula_centroid	observed_mean_distance_to_morula_centroid
hESC_proxy_access_H3K27ac_naive	1.15	sign_flip_control	-0.14127451605489688	-0.20394927210608702	0.03325017952953289	0.10581227046088924	-0.017340296889247753	1.191227766941533	0.9275258065218186	1.1095655996754124	0.8487798699346262	0.24523544758713234	0.6261765783062821	0.24575910444670832	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.3333333333333333	0.875	0.875	2.1522742467407348	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.2	correct_orientation	0.14741688631815328	0.21281663176287344	-0.03469583950907779	-0.10581227046088922	0.018094222840954174	1.2230049108586587	0.9515547288901279	1.125023083625155	0.8487798699346262	0.2453146469563795	0.6236434891093575	0.24583915643275384	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.2222222222222222	0.875	0.875	2.20482678825171	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.2	sign_flip_control	-0.14741688631815328	-0.21281663176287344	0.03469583950907779	0.10581227046088922	-0.018094222840954174	1.1913381075986267	0.9274810432101137	1.063606110474077	0.8487798699346262	0.24523861174703415	0.6262230366631061	0.24576222857127675	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.3333333333333333	0.875	0.875	2.152436081028937	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.25	correct_orientation	0.15355925658140968	0.22168399141965983	-0.036141499488622705	-0.10581227046088917	0.018848148792660602	1.2244461919172096	0.952481527380202	1.0457571168265014	0.8487798699346262	0.24532117780307455	0.6235824131452291	0.2458456873005678	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.2222222222222222	0.875	0.875	2.2071976209378388	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.25	sign_flip_control	-0.15355925658140968	-0.22168399141965983	0.036141499488622705	0.10581227046088917	-0.018848148792660602	1.191481576151802	0.9274634724485267	1.152940245781966	0.8487798699346262	0.2452419777377432	0.6262691737237058	0.24576555365180336	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.3333333333333333	0.875	0.875	2.152651664615387	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.3	correct_orientation	0.15970162684466604	0.23055135107644623	-0.03758715946816762	-0.10581227046088917	0.019602074744367027	1.2259179856846283	0.9534265573440845	1.0951931589811474	0.8487798699346262	0.24532791002822293	0.6235210476108164	0.24585241918512538	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.2222222222222222	0.875	0.875	2.2096188260224903	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.3	sign_flip_control	-0.15970162684466604	-0.23055135107644623	0.03758715946816762	0.10581227046088917	-0.019602074744367027	1.1916581606358545	0.9274527192998576	1.130497442821902	0.8487798699346262	0.24524554566693313	0.6263149860735275	0.24576907966314776	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.3111111111111111	0.875	0.875	2.152920978218479	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.35	correct_orientation	0.16584399710792244	0.23941871073323262	-0.03903281944771252	-0.10581227046088919	0.02035600069607345	1.2274201823979831	0.9543864152148411	1.0296208110152152	0.8487798699346262	0.2453348436152466	0.6234593929353097	0.2458593520699144	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.2222222222222222	0.875	0.875	2.21209025310443	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.35	sign_flip_control	-0.16584399710792244	-0.23941871073323262	0.03903281944771252	0.10581227046088919	-0.02035600069607345	1.191867846331637	0.9274620448820288	0.9948019429670197	0.8487798699346262	0.24524931806498143	0.6263604684395225	0.24577280658757897	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.3111111111111111	0.875	0.875	2.15324399901088	1.0224014859114376
hESC_proxy_access_H3K27ac_naive	1.4	correct_orientation	0.1719863673711788	0.248286070390019	-0.04047847942725743	-0.10581227046088916	0.021109926647779872	1.2289526705691631	0.955360911322361	1.058370818443294	0.8487798699346262	0.24534197854707354	0.6233974495487151	0.24586648593793164	1.5666635350021403	1.9104332695957345	0.044444444444444446	0.2	0.875	0.875	2.2146117490305537	1.0224014859114376
