null_type	iteration	model	rmse	correlation	delta_rmse_vs_baseline
random_tau_null	56	DMR_module_ridge_k16	0.29658928711371807	0.48141003568960683	-0.0008417402623444037
random_tau_null	56	latent_PCA_ridge_q3	0.2693763096778575	0.5362714142749283	-0.028054717698205
random_coupling_null	56	DMR_module_ridge_k16	0.2850233287396283	0.4828156571475396	-0.01240769863643415
random_coupling_null	56	latent_PCA_ridge_q3	0.26949247247616487	0.5265600246416516	-0.027938554899897605
random_module_null	56	DMR_module_ridge_k16	0.2926040998723388	0.47197634346698	-0.004826927503723655
random_tau_null	57	DMR_module_ridge_k16	0.2913359454677974	0.49239032365302	-0.0060950819082650765
random_tau_null	57	latent_PCA_ridge_q3	0.2704703947522559	0.5290458349251197	-0.026960632623806546
random_coupling_null	57	DMR_module_ridge_k16	0.2859332133961053	0.47772568094463946	-0.011497813979957194
random_coupling_null	57	latent_PCA_ridge_q3	0.26950824179299426	0.5278579480583484	-0.02792278558306821
random_module_null	57	DMR_module_ridge_k16	0.2849402199383586	0.5007909014071803	-0.012490807437703866
random_tau_null	58	DMR_module_ridge_k16	0.2999639962971923	0.4745198389841262	0.002532968921129808
random_tau_null	58	latent_PCA_ridge_q3	0.26916923601335885	0.5370274167413893	-0.028261791362703625
random_coupling_null	58	DMR_module_ridge_k16	0.2861900959471474	0.47803413520653804	-0.01124093142891508
random_coupling_null	58	latent_PCA_ridge_q3	0.2698229755408346	0.5258387096736917	-0.027608051835227854
random_module_null	58	DMR_module_ridge_k16	0.29504727356970806	0.46625371596137355	-0.002383753806354416
random_tau_null	59	DMR_module_ridge_k16	0.2938319472265287	0.4885786559446471	-0.003599080149533751
random_tau_null	59	latent_PCA_ridge_q3	0.26993849144943893	0.5325811043412852	-0.02749253592662354
random_coupling_null	59	DMR_module_ridge_k16	0.28576273633809196	0.4787663468011496	-0.011668291037970513
random_coupling_null	59	latent_PCA_ridge_q3	0.26996247736972334	0.5248508484245352	-0.027468550006339132
random_module_null	59	DMR_module_ridge_k16	0.288326158695535	0.49248408321455084	-0.009104868680527456
random_tau_null	60	DMR_module_ridge_k16	0.2944443407682744	0.48850551754988786	-0.0029866866077880583
random_tau_null	60	latent_PCA_ridge_q3	0.2684165332849027	0.5350728512410272	-0.029014494091159748
random_coupling_null	60	DMR_module_ridge_k16	0.2858110635966162	0.47679757168866505	-0.011619963779446296
random_coupling_null	60	latent_PCA_ridge_q3	0.26987290187333035	0.5263104601478017	-0.027558125502732123
random_module_null	60	DMR_module_ridge_k16	0.29063539031391017	0.48071404785077404	-0.006795637062152304
random_tau_null	61	DMR_module_ridge_k16	0.2946310879720013	0.49071199568584845	-0.002799939404061147
random_tau_null	61	latent_PCA_ridge_q3	0.270582908828893	0.5298295488535506	-0.026848118547169453
random_coupling_null	61	DMR_module_ridge_k16	0.2857302517788661	0.4786873389221546	-0.0117007755971964
random_coupling_null	61	latent_PCA_ridge_q3	0.2699824706254926	0.5248472570767796	-0.027448556750569897
random_module_null	61	DMR_module_ridge_k16	0.2903092567510585	0.48353476829512954	-0.007121770625003965
random_tau_null	62	DMR_module_ridge_k16	0.2955835559862483	0.4827642224203507	-0.0018474713898141704
random_tau_null	62	latent_PCA_ridge_q3	0.26875129422147465	0.5362614253070233	-0.028679733154587828
random_coupling_null	62	DMR_module_ridge_k16	0.28540533410675983	0.4789517283644367	-0.01202569326930264
random_coupling_null	62	latent_PCA_ridge_q3	0.2697580029313319	0.5269010998632508	-0.027673024444730576
random_module_null	62	DMR_module_ridge_k16	0.29342467892265367	0.4763470830381404	-0.004006348453408803
random_tau_null	63	DMR_module_ridge_k16	0.2965687188074527	0.47861115765455436	-0.0008623085686097487
random_tau_null	63	latent_PCA_ridge_q3	0.27245682859308884	0.52900382577623	-0.024974198782973633
random_coupling_null	63	DMR_module_ridge_k16	0.28570845848398213	0.4789226348709814	-0.011722568892080343
random_coupling_null	63	latent_PCA_ridge_q3	0.2699182150878138	0.5247693721498753	-0.0275128122882487
random_module_null	63	DMR_module_ridge_k16	0.2951449199723017	0.46740436437220506	-0.0022861074037607843
random_tau_null	64	DMR_module_ridge_k16	0.29630425203644467	0.4835173598621496	-0.0011267753396178026
random_tau_null	64	latent_PCA_ridge_q3	0.26889672063510656	0.5360391474348849	-0.028534306740955917
random_coupling_null	64	DMR_module_ridge_k16	0.28598133677622767	0.4781124839194872	-0.011449690599834805
random_coupling_null	64	latent_PCA_ridge_q3	0.2698134069746169	0.5254906608123977	-0.027617620401445553
random_module_null	64	DMR_module_ridge_k16	0.29664604996825533	0.4672648101182536	-0.0007849774078071414
random_tau_null	65	DMR_module_ridge_k16	0.3012569350697206	0.47000608570573527	0.003825907693658148
random_tau_null	65	latent_PCA_ridge_q3	0.26861774334610306	0.53686668219932	-0.02881328402995942
random_coupling_null	65	DMR_module_ridge_k16	0.2853865680500668	0.48008570363446734	-0.012044459325995682
random_coupling_null	65	latent_PCA_ridge_q3	0.2697571800210964	0.5257031922778072	-0.027673847354966086
random_module_null	65	DMR_module_ridge_k16	0.2921362975489919	0.48021429487527756	-0.005294729827070577
random_tau_null	66	DMR_module_ridge_k16	0.29528750482487703	0.4839414012640078	-0.0021435225511854394
random_tau_null	66	latent_PCA_ridge_q3	0.2716088027577679	0.5296119173903531	-0.025822224618294587
random_coupling_null	66	DMR_module_ridge_k16	0.2849920512254514	0.4820071476671222	-0.01243897615061107
random_coupling_null	66	latent_PCA_ridge_q3	0.2696449624892543	0.5261429985486932	-0.02778606488680818
random_module_null	66	DMR_module_ridge_k16	0.2968170947873446	0.451955171665122	-0.0006139325887178915
random_tau_null	67	DMR_module_ridge_k16	0.29601992179088144	0.4833765014885034	-0.0014111055851810383
random_tau_null	67	latent_PCA_ridge_q3	0.2689339288298466	0.5321830812589663	-0.02849709854621585
random_coupling_null	67	DMR_module_ridge_k16	0.28548957959667054	0.4789699470948234	-0.011941447779391934
random_coupling_null	67	latent_PCA_ridge_q3	0.2697929167209032	0.5264936769732708	-0.027638110655159254
random_module_null	67	DMR_module_ridge_k16	0.28912513777625326	0.4862494461678161	-0.008305889599809213
random_tau_null	68	DMR_module_ridge_k16	0.29540350897854417	0.4859770104615059	-0.002027518397518302
random_tau_null	68	latent_PCA_ridge_q3	0.26930176355098373	0.5319305861799439	-0.028129263825078743
random_coupling_null	68	DMR_module_ridge_k16	0.2858345798186025	0.47956431403704564	-0.011596447557459977
random_coupling_null	68	latent_PCA_ridge_q3	0.26985187340915684	0.5246573945054531	-0.027579153966905634
random_module_null	68	DMR_module_ridge_k16	0.2891878972229716	0.48274405615997434	-0.00824313015309086
random_tau_null	69	DMR_module_ridge_k16	0.2967161914307192	0.48080348618369895	-0.0007148359453432729
random_tau_null	69	latent_PCA_ridge_q3	0.2684312324954381	0.5377033821140366	-0.028999794880624374
random_coupling_null	69	DMR_module_ridge_k16	0.285361700033439	0.4807436729398452	-0.012069327342623448
random_coupling_null	69	latent_PCA_ridge_q3	0.269425929664425	0.5267071278517278	-0.02800509771163745
random_module_null	69	DMR_module_ridge_k16	0.29607313405550967	0.4697687515041817	-0.0013578933205528054
random_tau_null	70	DMR_module_ridge_k16	0.29068156044043386	0.49142277937207274	-0.006749466935628612
random_tau_null	70	latent_PCA_ridge_q3	0.2709130136883022	0.530660365477532	-0.0265180136877603
random_coupling_null	70	DMR_module_ridge_k16	0.28574689881803517	0.4803591357354872	-0.011684128558027307
random_coupling_null	70	latent_PCA_ridge_q3	0.2698396792906302	0.5242061345385424	-0.027591348085432288
random_module_null	70	DMR_module_ridge_k16	0.29532705223013517	0.4579484612283666	-0.002103975145927306
random_tau_null	71	DMR_module_ridge_k16	0.2945163064587817	0.48730503557914473	-0.0029147209172807886
random_tau_null	71	latent_PCA_ridge_q3	0.2689858680750507	0.5367930058956901	-0.02844515930101177
random_coupling_null	71	DMR_module_ridge_k16	0.28570326310573074	0.4803831428737263	-0.01172776427033173
random_coupling_null	71	latent_PCA_ridge_q3	0.26968046548582225	0.5250567887390098	-0.027750561890240222
random_module_null	71	DMR_module_ridge_k16	0.28509312498678374	0.5075519792841672	-0.012337902389278732
random_tau_null	72	DMR_module_ridge_k16	0.29434628297114296	0.48696985475399995	-0.003084744404919515
random_tau_null	72	latent_PCA_ridge_q3	0.26931318366788326	0.5339277739229489	-0.028117843708179213
random_coupling_null	72	DMR_module_ridge_k16	0.2855778362483124	0.47802842844475396	-0.011853191127750073
random_coupling_null	72	latent_PCA_ridge_q3	0.269480993544769	0.5276406307195867	-0.027950033831293464
random_module_null	72	DMR_module_ridge_k16	0.29238086651488787	0.4815468795854265	-0.005050160861174602
random_tau_null	73	DMR_module_ridge_k16	0.2952360967265815	0.48542067558607505	-0.002194930649480953
random_tau_null	73	latent_PCA_ridge_q3	0.2695285116458591	0.5337671313463808	-0.02790251573020336
random_coupling_null	73	DMR_module_ridge_k16	0.285823213346971	0.4785125984708698	-0.011607814029091501
random_coupling_null	73	latent_PCA_ridge_q3	0.2697501611362577	0.5255995010262124	-0.027680866239804758
random_module_null	73	DMR_module_ridge_k16	0.2917960120851874	0.4809804549079285	-0.005635015290875067
random_tau_null	74	DMR_module_ridge_k16	0.2953612740034167	0.48132499588757466	-0.002069753372645755
random_tau_null	74	latent_PCA_ridge_q3	0.27083658524692866	0.5303506543213056	-0.02659444212913381
random_coupling_null	74	DMR_module_ridge_k16	0.2856760766088761	0.4791818883037914	-0.011754950767186356
random_coupling_null	74	latent_PCA_ridge_q3	0.26935588284502204	0.5283951243575212	-0.02807514453104043
random_module_null	74	DMR_module_ridge_k16	0.29522977719400084	0.46367727668701575	-0.0022012501820616315
random_tau_null	75	DMR_module_ridge_k16	0.2923587941453533	0.48952867477606665	-0.0050722332307091555
random_tau_null	75	latent_PCA_ridge_q3	0.27197225709358336	0.5244919024891385	-0.025458770282479115
random_coupling_null	75	DMR_module_ridge_k16	0.2856775837150984	0.47842673709395656	-0.011753443660964091
random_coupling_null	75	latent_PCA_ridge_q3	0.26982587632332133	0.5256361446439332	-0.02760515105274114
random_module_null	75	DMR_module_ridge_k16	0.2931119809394954	0.4761985689936958	-0.004319046436567053
random_tau_null	76	DMR_module_ridge_k16	0.29622303350842816	0.4762618994900856	-0.001207993867634316
random_tau_null	76	latent_PCA_ridge_q3	0.26939950210252694	0.5361768092206078	-0.02803152527353553
random_coupling_null	76	DMR_module_ridge_k16	0.28578361166196087	0.4796375289136621	-0.011647415714101605
random_coupling_null	76	latent_PCA_ridge_q3	0.26996079215279223	0.5244221404778208	-0.027470235223270245
random_module_null	76	DMR_module_ridge_k16	0.2847207977165628	0.4957487075369243	-0.012710229659499694
random_tau_null	77	DMR_module_ridge_k16	0.2947550442160339	0.4857028393430593	-0.0026759831600285944
random_tau_null	77	latent_PCA_ridge_q3	0.2712502834630655	0.52828338149621	-0.026180743912996962
random_coupling_null	77	DMR_module_ridge_k16	0.285827044858523	0.47811017541919504	-0.011603982517539468
random_coupling_null	77	latent_PCA_ridge_q3	0.269955250780064	0.524929666807115	-0.02747577659599848
random_module_null	77	DMR_module_ridge_k16	0.29459973599712647	0.47343198966530026	-0.0028312913789360072
random_tau_null	78	DMR_module_ridge_k16	0.2960895530883214	0.4778409082325923	-0.0013414742877410624
random_tau_null	78	latent_PCA_ridge_q3	0.27002529847415896	0.533032470781312	-0.027405728901903514
random_coupling_null	78	DMR_module_ridge_k16	0.2852806152811733	0.48054663973286554	-0.012150412094889151
random_coupling_null	78	latent_PCA_ridge_q3	0.2696518254965389	0.5265816026484713	-0.027779201879523596
random_module_null	78	DMR_module_ridge_k16	0.29481875608164615	0.4720741577566758	-0.002612271294416324
random_tau_null	79	DMR_module_ridge_k16	0.29616117735829256	0.47822864091260026	-0.0012698500177699135
random_tau_null	79	latent_PCA_ridge_q3	0.26884302330689175	0.5360152548781676	-0.028588004069170725
random_coupling_null	79	DMR_module_ridge_k16	0.2858274426607693	0.47853827856872483	-0.011603584715293158
random_coupling_null	79	latent_PCA_ridge_q3	0.2698324605351213	0.5255470354313427	-0.027598566840941197
random_module_null	79	DMR_module_ridge_k16	0.29324244158636337	0.46865342488002265	-0.004188585789699106
random_tau_null	80	DMR_module_ridge_k16	0.2956605067083002	0.4843785966364401	-0.0017705206677622876
random_tau_null	80	latent_PCA_ridge_q3	0.271455342168697	0.5271936958235272	-0.025975685207365484
random_coupling_null	80	DMR_module_ridge_k16	0.28610384242299736	0.4775818822049589	-0.011327184953065117
random_coupling_null	80	latent_PCA_ridge_q3	0.26979326443551926	0.5265245988130821	-0.02763776294054321
random_module_null	80	DMR_module_ridge_k16	0.29222882397763944	0.47543876225846765	-0.005202203398423033
random_tau_null	81	DMR_module_ridge_k16	0.2956844769991101	0.48721842488447076	-0.0017465503769523716
random_tau_null	81	latent_PCA_ridge_q3	0.26950895737922653	0.5312237232845805	-0.02792206999683594
random_coupling_null	81	DMR_module_ridge_k16	0.2854080862951495	0.47969218610079006	-0.012022941080912952
random_coupling_null	81	latent_PCA_ridge_q3	0.26944655297282105	0.5276128518019181	-0.02798447440324142
random_module_null	81	DMR_module_ridge_k16	0.29192894994837937	0.4837541457231596	-0.005502077427683105
random_tau_null	82	DMR_module_ridge_k16	0.2957185466019808	0.48383724731251465	-0.0017124807740816483
random_tau_null	82	latent_PCA_ridge_q3	0.2692469918163685	0.5323088026383079	-0.028184035559693954
random_coupling_null	82	DMR_module_ridge_k16	0.28595713403407935	0.478348614205925	-0.011473893341983121
random_coupling_null	82	latent_PCA_ridge_q3	0.2697549694767581	0.5246247436899166	-0.027676057899304385
random_module_null	82	DMR_module_ridge_k16	0.2937769345030174	0.4809863690062664	-0.0036540928730450783
random_tau_null	83	DMR_module_ridge_k16	0.29350294868684695	0.49013075968639197	-0.0039280786892155195
random_tau_null	83	latent_PCA_ridge_q3	0.27194937895444554	0.5275551037220254	-0.02548164842161693
random_coupling_null	83	DMR_module_ridge_k16	0.286064622947983	0.47778183550284314	-0.011366404428079457
random_coupling_null	83	latent_PCA_ridge_q3	0.26991934445248933	0.5252240735529938	-0.027511682923573144
random_module_null	83	DMR_module_ridge_k16	0.29186018870239416	0.47998349384834216	-0.00557083867366831
random_tau_null	84	DMR_module_ridge_k16	0.29792790770223737	0.47855926885027605	0.0004968803261748977
random_tau_null	84	latent_PCA_ridge_q3	0.2693723047929096	0.5372812823003278	-0.028058722583152895
random_coupling_null	84	DMR_module_ridge_k16	0.2858914670899463	0.4764948542627205	-0.01153956028611619
random_coupling_null	84	latent_PCA_ridge_q3	0.2696022338275243	0.5278160401135672	-0.027828793548538178
random_module_null	84	DMR_module_ridge_k16	0.28947909472961914	0.49090599035249016	-0.007951932646443338
random_tau_null	85	DMR_module_ridge_k16	0.2999512337454527	0.4757077037385817	0.00252020636939021
random_tau_null	85	latent_PCA_ridge_q3	0.269469427984076	0.5351974077541276	-0.027961599391986447
random_coupling_null	85	DMR_module_ridge_k16	0.2855832202424187	0.4792864121459744	-0.01184780713364375
random_coupling_null	85	latent_PCA_ridge_q3	0.26994256747828327	0.5253511324243789	-0.027488459897779205
random_module_null	85	DMR_module_ridge_k16	0.29554890245439247	0.45408188173774205	-0.0018821249216700031
random_tau_null	86	DMR_module_ridge_k16	0.2969460347548014	0.48343540917966693	-0.00048499262126106
random_tau_null	86	latent_PCA_ridge_q3	0.26988531212319067	0.5336609791733444	-0.027545715252871805
random_coupling_null	86	DMR_module_ridge_k16	0.2854815732479371	0.47945386158445935	-0.01194945412812537
random_coupling_null	86	latent_PCA_ridge_q3	0.26973860281380707	0.5264611202733296	-0.027692424562255402
random_module_null	86	DMR_module_ridge_k16	0.2935467019871625	0.4768125916736018	-0.0038843253888999896
random_tau_null	87	DMR_module_ridge_k16	0.29779573195621406	0.4774267301460401	0.0003647045801515869
random_tau_null	87	latent_PCA_ridge_q3	0.27004070397045965	0.535784634592236	-0.027390323405602823
random_coupling_null	87	DMR_module_ridge_k16	0.28471914602758996	0.4840187150168534	-0.012711881348472509
random_coupling_null	87	latent_PCA_ridge_q3	0.26989192105183774	0.5238426947943536	-0.027539106324224738
random_module_null	87	DMR_module_ridge_k16	0.29264980700486287	0.47267441869794724	-0.0047812203711996015
random_tau_null	88	DMR_module_ridge_k16	0.29838248261383393	0.47797557492716125	0.0009514552377714591
random_tau_null	88	latent_PCA_ridge_q3	0.26983747052214674	0.5344162751753031	-0.027593556853915735
random_coupling_null	88	DMR_module_ridge_k16	0.28540585952317676	0.4797112994869846	-0.01202516785288571
random_coupling_null	88	latent_PCA_ridge_q3	0.2699341314601017	0.5246958549261463	-0.027496895915960773
random_module_null	88	DMR_module_ridge_k16	0.2948915242139	0.47481222222883146	-0.0025395031621624486
random_tau_null	89	DMR_module_ridge_k16	0.2958312085664111	0.48371432572417944	-0.0015998188096513766
random_tau_null	89	latent_PCA_ridge_q3	0.27094248709185126	0.5311205842898264	-0.026488540284211215
random_coupling_null	89	DMR_module_ridge_k16	0.284967179879844	0.4835756518613667	-0.012463847496218483
random_coupling_null	89	latent_PCA_ridge_q3	0.269475396328576	0.5260591945258155	-0.027955631047486496
random_module_null	89	DMR_module_ridge_k16	0.2903696700836008	0.48314613811252716	-0.007061357292461656
random_tau_null	90	DMR_module_ridge_k16	0.29369044761816204	0.4899577633615216	-0.0037405797579004307
random_tau_null	90	latent_PCA_ridge_q3	0.26972714624783145	0.5336568177849091	-0.027703881128231023
random_coupling_null	90	DMR_module_ridge_k16	0.2856627448058897	0.47933515007023675	-0.011768282570172761
random_coupling_null	90	latent_PCA_ridge_q3	0.2697025783274673	0.5262386750030651	-0.027728449048595172
random_module_null	90	DMR_module_ridge_k16	0.2893714468834922	0.4914160185033753	-0.008059580492570273
random_tau_null	91	DMR_module_ridge_k16	0.29711317180358493	0.48026211514156864	-0.00031785557247754337
random_tau_null	91	latent_PCA_ridge_q3	0.2716241519750678	0.5287721109733986	-0.02580687540099469
random_coupling_null	91	DMR_module_ridge_k16	0.2844955690839172	0.48511055746989246	-0.012935458292145263
random_coupling_null	91	latent_PCA_ridge_q3	0.2695514409433493	0.5250992297025291	-0.027879586432713155
random_module_null	91	DMR_module_ridge_k16	0.2939195192412956	0.47592003774474123	-0.003511508134766861
random_tau_null	92	DMR_module_ridge_k16	0.29638275946599923	0.4792276635002109	-0.0010482679100632386
random_tau_null	92	latent_PCA_ridge_q3	0.2702193573366089	0.5324248822977069	-0.027211670039453573
random_coupling_null	92	DMR_module_ridge_k16	0.2857645231711937	0.47884820000550604	-0.011666504204868755
random_coupling_null	92	latent_PCA_ridge_q3	0.2693510760989642	0.5286080102926907	-0.02807995127709828
random_module_null	92	DMR_module_ridge_k16	0.2867574319936899	0.49992089674677914	-0.010673595382372558
random_tau_null	93	DMR_module_ridge_k16	0.29459757558627797	0.48689126546575806	-0.0028334517897845024
random_tau_null	93	latent_PCA_ridge_q3	0.2695438326174911	0.5336277778804285	-0.027887194758571376
random_coupling_null	93	DMR_module_ridge_k16	0.2858004380103968	0.4777338313009969	-0.011630589365665689
random_coupling_null	93	latent_PCA_ridge_q3	0.26962442273785353	0.5268695744626558	-0.027806604638208943
random_module_null	93	DMR_module_ridge_k16	0.2921318578385773	0.4836534322354237	-0.00529916953748516
random_tau_null	94	DMR_module_ridge_k16	0.29604501068830913	0.47759253446235633	-0.0013860166877533442
random_tau_null	94	latent_PCA_ridge_q3	0.2706111865065895	0.5319078069788254	-0.026819840869472977
random_coupling_null	94	DMR_module_ridge_k16	0.2854473380827758	0.48009597289254075	-0.011983689293286692
random_coupling_null	94	latent_PCA_ridge_q3	0.26971818827853394	0.5260706974229287	-0.02771283909752853
random_module_null	94	DMR_module_ridge_k16	0.28955511535070716	0.48733058789735767	-0.007875912025355314
random_tau_null	95	DMR_module_ridge_k16	0.29452620308968847	0.4843594983243386	-0.002904824286374008
random_tau_null	95	latent_PCA_ridge_q3	0.2686306203962142	0.5367789536747872	-0.02880040697984826
random_coupling_null	95	DMR_module_ridge_k16	0.2852661712494342	0.48044047736118656	-0.012164856126628265
random_coupling_null	95	latent_PCA_ridge_q3	0.26965951213121814	0.526631078740628	-0.027771515244844336
random_module_null	95	DMR_module_ridge_k16	0.2954452848681221	0.47053799134826274	-0.001985742507940369
random_tau_null	96	DMR_module_ridge_k16	0.2995516469451946	0.4773108654843214	0.0021206195691321206
random_tau_null	96	latent_PCA_ridge_q3	0.27101796398854094	0.529414623490463	-0.02641306338752153
random_coupling_null	96	DMR_module_ridge_k16	0.2858095895069648	0.4774539535654523	-0.011621437869097695
random_coupling_null	96	latent_PCA_ridge_q3	0.2696824489417589	0.528075718217152	-0.02774857843430356
random_module_null	96	DMR_module_ridge_k16	0.29117533036393284	0.4905053591051092	-0.006255697012129635
random_tau_null	97	DMR_module_ridge_k16	0.2988889787166905	0.477720679928354	0.0014579513406280387
random_tau_null	97	latent_PCA_ridge_q3	0.26871536684757225	0.5368134556478127	-0.028715660528490228
random_coupling_null	97	DMR_module_ridge_k16	0.2857003129111006	0.4790626020060634	-0.011730714464961878
random_coupling_null	97	latent_PCA_ridge_q3	0.2699497591723488	0.5245163082666513	-0.02748126820371366
random_module_null	97	DMR_module_ridge_k16	0.2973871791326658	0.4659562452952486	-4.384824339664917e-05
random_tau_null	98	DMR_module_ridge_k16	0.2962250067052524	0.47855623009442333	-0.0012060206708100485
random_tau_null	98	latent_PCA_ridge_q3	0.27387137116987	0.5244748967398559	-0.023559656206192492
random_coupling_null	98	DMR_module_ridge_k16	0.2855604121044537	0.48084357234467284	-0.011870615271608764
random_coupling_null	98	latent_PCA_ridge_q3	0.2698578283436565	0.5243381643132555	-0.02757319903240596
random_module_null	98	DMR_module_ridge_k16	0.29511401876363846	0.47143278795274085	-0.0023170086124240097
random_tau_null	99	DMR_module_ridge_k16	0.2966368150744272	0.47992818127620873	-0.0007942123016352887
random_tau_null	99	latent_PCA_ridge_q3	0.26916515980101036	0.5329332690963476	-0.028265867575052117
random_coupling_null	99	DMR_module_ridge_k16	0.28628071313052794	0.47841026764952826	-0.011150314245534532
random_coupling_null	99	latent_PCA_ridge_q3	0.26960538881572443	0.5253601736079606	-0.02782563856033804
random_module_null	99	DMR_module_ridge_k16	0.28988556263310505	0.4892035091958115	-0.0075454647429574195
random_tau_null	100	DMR_module_ridge_k16	0.2946516001715308	0.483013589584415	-0.0027794272045316704
random_tau_null	100	latent_PCA_ridge_q3	0.2710515581899022	0.5305504537693448	-0.026379469186160298
random_coupling_null	100	DMR_module_ridge_k16	0.2854319590635477	0.47884601440320695	-0.011999068312514793
random_coupling_null	100	latent_PCA_ridge_q3	0.2696900229187276	0.5267872810748704	-0.02774100445733485
random_module_null	100	DMR_module_ridge_k16	0.29062117004944316	0.4767894697982164	-0.006809857326619317
random_tau_null	101	DMR_module_ridge_k16	0.29346489638376794	0.48780766345151405	-0.0039661309922945365
random_tau_null	101	latent_PCA_ridge_q3	0.2724945124638677	0.5227050230536725	-0.024936514912194785
random_coupling_null	101	DMR_module_ridge_k16	0.28596889304453593	0.4777017315769008	-0.011462134331526541
random_coupling_null	101	latent_PCA_ridge_q3	0.26975468649960904	0.5275146656483685	-0.02767634087645343
random_module_null	101	DMR_module_ridge_k16	0.29358432110367977	0.46852573519529206	-0.003846706272382705
random_tau_null	102	DMR_module_ridge_k16	0.2960099572519461	0.4799685756210405	-0.0014210701241163526
random_tau_null	102	latent_PCA_ridge_q3	0.26887272028580633	0.5369385767201227	-0.02855830709025614
random_coupling_null	102	DMR_module_ridge_k16	0.2860402163056195	0.4772855670793789	-0.011390811070442985
random_coupling_null	102	latent_PCA_ridge_q3	0.2697713368772303	0.5264863346143049	-0.027659690498832157
random_module_null	102	DMR_module_ridge_k16	0.28942584982535946	0.4887142980444107	-0.008005177550703013
random_tau_null	103	DMR_module_ridge_k16	0.29686452738471747	0.4762759852859324	-0.0005664999913450042
random_tau_null	103	latent_PCA_ridge_q3	0.2687831584846994	0.5359583570328448	-0.02864786889136306
random_coupling_null	103	DMR_module_ridge_k16	0.286290966955907	0.47759147845459754	-0.011140060420155473
random_coupling_null	103	latent_PCA_ridge_q3	0.269749279002028	0.525077340986535	-0.027681748374034476
random_module_null	103	DMR_module_ridge_k16	0.29019102311589384	0.4864604886215836	-0.007240004260168631
random_tau_null	104	DMR_module_ridge_k16	0.29615005260619	0.48483686100609585	-0.0012809747698724894
random_tau_null	104	latent_PCA_ridge_q3	0.2688398755338484	0.5342327472277815	-0.028591151842214058
random_coupling_null	104	DMR_module_ridge_k16	0.2859998551738185	0.4777427870053707	-0.011431172202243989
random_coupling_null	104	latent_PCA_ridge_q3	0.2699082688860546	0.525115329794879	-0.027522758490007848
random_module_null	104	DMR_module_ridge_k16	0.2927674277469668	0.47908291244927675	-0.004663599629095683
random_tau_null	105	DMR_module_ridge_k16	0.29459458765974694	0.4913753394740462	-0.002836439716315531
random_tau_null	105	latent_PCA_ridge_q3	0.2702349161127133	0.5300277752200704	-0.0271961112633492
random_coupling_null	105	DMR_module_ridge_k16	0.2858323033807992	0.4797352166881831	-0.011598723995263294
random_coupling_null	105	latent_PCA_ridge_q3	0.26976987865750823	0.5253774384062835	-0.02766114871855424
random_module_null	105	DMR_module_ridge_k16	0.28428624890553733	0.4990753833607732	-0.013144778470525142
random_tau_null	106	DMR_module_ridge_k16	0.29699315188168735	0.4799210787520531	-0.0004378754943751284
random_tau_null	106	latent_PCA_ridge_q3	0.268958183681857	0.535395571739351	-0.028472843694205496
random_coupling_null	106	DMR_module_ridge_k16	0.28556243663124536	0.4784919267031129	-0.011868590744817109
random_coupling_null	106	latent_PCA_ridge_q3	0.26958752970739214	0.527143330324976	-0.027843497668670336
random_module_null	106	DMR_module_ridge_k16	0.29383533838848774	0.47165820148116433	-0.00359568898757473
random_tau_null	107	DMR_module_ridge_k16	0.2955713540709969	0.48204255115323374	-0.00185967330506559
random_tau_null	107	latent_PCA_ridge_q3	0.268979073567643	0.5370945620642036	-0.028451953808419472
random_coupling_null	107	DMR_module_ridge_k16	0.2856722616356136	0.48031414279705353	-0.011758765740448873
random_coupling_null	107	latent_PCA_ridge_q3	0.26975626311225775	0.5249947210662748	-0.02767476426380472
random_module_null	107	DMR_module_ridge_k16	0.28763761163005447	0.4930778412302582	-0.009793415746008005
random_tau_null	108	DMR_module_ridge_k16	0.29668853566697717	0.47761178878317834	-0.0007424917090853023
random_tau_null	108	latent_PCA_ridge_q3	0.26907155183915454	0.5361229764797915	-0.02835947553690793
random_coupling_null	108	DMR_module_ridge_k16	0.2862746291134457	0.4784080949456795	-0.011156398262616773
random_coupling_null	108	latent_PCA_ridge_q3	0.2697654074623212	0.5252824939655553	-0.02766561991374128
random_module_null	108	DMR_module_ridge_k16	0.29487086579468114	0.46813580025219853	-0.002560161581381337
random_tau_null	109	DMR_module_ridge_k16	0.29638282202581595	0.48274111893784755	-0.0010482053502465227
random_tau_null	109	latent_PCA_ridge_q3	0.2697717554142332	0.5348982473218055	-0.027659271961829268
random_coupling_null	109	DMR_module_ridge_k16	0.28609654658453665	0.478611158218498	-0.011334480791525825
random_coupling_null	109	latent_PCA_ridge_q3	0.2700128002696961	0.5249907017977058	-0.027418227106366377
random_module_null	109	DMR_module_ridge_k16	0.291585059455231	0.46999761330460654	-0.005845967920831474
random_tau_null	110	DMR_module_ridge_k16	0.29608381047459337	0.4820209151055894	-0.001347216901469106
random_tau_null	110	latent_PCA_ridge_q3	0.2687509492549555	0.5356159592923042	-0.028680078121106956
random_coupling_null	110	DMR_module_ridge_k16	0.2850218822113805	0.483255699279778	-0.012409145164682
random_coupling_null	110	latent_PCA_ridge_q3	0.26973666674972857	0.5235444815901907	-0.027694360626333903
random_module_null	110	DMR_module_ridge_k16	0.2922974416323119	0.48361893680781015	-0.005133585743750557
random_tau_null	111	DMR_module_ridge_k16	0.29671090587188675	0.4847325285757695	-0.0007201215041757192
