cluster_name	coef_intercept	coef_tau	coef_m_j	coef_A	coef_P	coef_Hm	coef_Hr	train_n_pairs	train_weight_sum	train_rmse	train_correlation	ridge_lambda
cluster_6498	-3.155683618261712	4.098803410367776	-7.017405153229162	1.0500788228179454	3.0071921270225546	-0.13941896600762538	2.979995635714032	3705	6.0	1.611516869599859	0.8268110514958565	50.0
cluster_6518	-1.275610337489746	0.4675378648160183	-5.609082578457354	1.0030374798668815	2.04906146314298	0.31696805044981674	1.157922949441368	3705	6.0	1.6335638803926917	0.6841725070929497	50.0
cluster_6532	0.4467125273838159	1.3459273876737194	-5.036544282645346	0.5143689654278981	-1.3567889033975926	0.027490136834135495	0.6170049779948744	3705	6.0	1.5115666921897832	0.7309338464911533	50.0
cluster_6604	2.866818377723514	0.6879901004698341	-4.030962884462374	0.20257671242986452	-0.8564546950251134	1.3359224635483022	-0.039105704268328274	3705	6.0	1.2329626717332165	0.7767460155683849	50.0
cluster_6651	2.4525920900575517	0.19981923582119238	-4.880239054440662	-0.5945307854635076	-0.7583901491399916	-0.4847949749174953	1.805499802180852	3705	6.0	1.6083301572822786	0.7514240691644708	50.0
cluster_6655	2.5718079927753106	-0.2068095920998088	-5.3683905795300895	-0.4049511933587766	-0.3899685722302616	-0.6207828949736744	1.3207490777400972	3705	6.0	1.887115452962297	0.7145197806219828	50.0
cluster_6871	0.46618398328569277	-0.07152890081226448	-2.7308586712784484	-0.12359943021418167	-0.2669841759466891	-0.07506356036135557	-0.307919639486051	3705	6.0	0.7714370108312562	0.6801758462648836	50.0
cluster_6892	1.747359115142459	-3.120965681447145	-8.05147852495492	-0.02326901308884642	0.246894335028662	-1.419844897603037	2.5278738024086636	3705	6.0	1.6631260322853045	0.9246685225806728	50.0
cluster_6960	4.712466768116808	-1.7993071152351903	-5.2753141694717725	-1.061602741824141	-2.22267834755543	0.3944112376258453	-1.0089743203371448	3705	6.0	2.0305819179307663	0.6986015707582006	50.0
cluster_6975	3.0105026249744347	-2.1986822093260847	-5.546668783312548	0.8986936165434939	2.1061773449298187	0.574747065601469	1.92584766292461	3705	6.0	1.1372789807584736	0.7897031925514705	50.0
cluster_7000	-0.9943542308131568	0.2417726081019104	-2.846998744099568	0.4543187606682958	0.8670667690611097	0.2920008691519274	0.7033732200590695	3705	6.0	0.6272943499409288	0.750832260842997	50.0
cluster_7042	0.4614201947421116	-1.8301068524416182	-6.332152039169292	0.5572086912988063	0.8526658482594006	-0.9148666988631526	1.6371864757350085	3705	6.0	1.5914847543888189	0.8473162853943235	50.0
cluster_7052	1.0131473202225367	-0.762024446900703	-5.446998302368504	0.546197749185339	0.3414756338487	0.40353820038937704	0.8144888718167339	3705	6.0	1.5123789698780412	0.7905491353283951	50.0
cluster_7072	5.2413161101905965	-0.6296922609230797	-5.825925552422094	-1.2981628496747262	-3.3614023394412618	-0.1485344588831592	-0.5134151496340907	3705	6.0	2.052251837573604	0.7425628042598772	50.0
cluster_7095	-1.3626998353849011	0.035307452829233435	-4.411339568484337	0.4452195092879029	1.530761990403686	0.19841664826154523	1.4677564681979962	3705	6.0	1.1136080940796635	0.7020953141991845	50.0
cluster_7341	2.5380828090939738	0.14407687443039202	-4.0870957883000365	0.6101151745488357	0.21393612064043244	0.42413229249907347	1.239708417358859	3705	6.0	1.1444888831474158	0.7101299108348623	50.0
cluster_7425	2.08875822762354	1.84173582364627	-4.751970110109428	0.13733787713176182	-1.3827092192215542	0.8717312128007547	-0.11808971358563926	3705	6.0	2.042507738510267	0.7716222122852362	50.0
cluster_7504	0.7612970780679901	0.01897149166311009	-4.638836101078835	-0.2350389090483014	-0.34019487474038157	-0.3206924569573866	-0.1108725076780622	3705	6.0	1.326571760862833	0.7299870428572961	50.0
cluster_7612	1.0575809789250568	-0.6014352858189385	-4.700591512757178	0.4489748024393624	-0.3050864288617237	0.08902796825333109	-0.5115583354196425	3705	6.0	1.3828456765212789	0.7550317396541051	50.0
cluster_7683	0.6695445229056181	-0.6027834944046848	-4.20004552870745	0.09608700452529421	-0.30652260575006773	0.1380956186069452	-0.20985069143054144	3705	6.0	1.2125536014077751	0.717734909278324	50.0
