iter	morula_rank_lowest_is_1	lowest_stage	morula_weighted_methylation
1537	2	2-cell	0.04895423473107845
1538	1	Morula	0.37145519659804754
1539	3	2-cell	0.3816777447169269
1540	6	4-cell	0.5791617533079645
1541	3	2-cell	0.4096180916911172
1542	2	2-cell	-0.3426208958309429
1543	7	4-cell	0.6411758615676162
1544	1	Morula	0.24741508956556763
1545	2	Zygote	0.36276523620630496
1546	4	4-cell	0.2183551521064792
1547	1	Morula	0.31523411972443743
1548	3	2-cell	0.30772177112150495
1549	2	2-cell	0.3176770419812658
1550	4	2-cell	0.3134147726035645
1551	3	Oocyte	0.38014903862414196
1552	2	2-cell	0.22592709949474668
1553	1	Morula	0.29237783029944475
1554	1	Morula	0.2213850972124645
1555	4	Epiblast	0.4709825373527379
1556	2	2-cell	0.22472403261151697
1557	3	Zygote	0.44608280348994533
1558	1	Morula	0.12602892562810167
1559	2	4-cell	-0.27047730421926497
1560	2	Zygote	0.3750282894127133
1561	1	Morula	0.16354552189947524
1562	1	Morula	0.1329170064262162
1563	1	Morula	0.26052694680267
1564	1	Morula	0.2405543150609524
1565	2	4-cell	0.2765928553506405
1566	1	Morula	-0.24712355293033028
1567	1	Morula	-11.253461486153936
1568	3	2-cell	0.41699193330844553
1569	1	Morula	0.25946777636559076
1570	1	Morula	0.09580518878772759
1571	3	4-cell	0.4239187391603514
1572	1	Morula	0.1745692460971969
1573	1	Morula	0.14600681312393793
1574	3	2-cell	0.4637928807048409
1575	1	Morula	0.38376988296063547
1576	7	4-cell	0.635259557348074
1577	1	Morula	0.1950757686701659
1578	2	4-cell	0.37640541486032936
1579	2	2-cell	0.41909629060535036
1580	1	Morula	0.168746757641978
1581	1	Morula	0.32764504556967655
1582	1	Morula	0.23676132224282723
1583	3	2-cell	0.5080057525881289
1584	4	2-cell	0.4065679470335283
1585	6	2-cell	0.6051770972957237
1586	3	2-cell	0.3495747477535366
1587	3	Zygote	0.3161094563597528
1588	1	Morula	0.011538440200116414
1589	1	Morula	0.1932318942499235
1590	2	2-cell	-0.0937311787390725
1591	1	Morula	0.23942154382926034
1592	3	2-cell	0.43473333263688385
1593	2	4-cell	0.366790067225386
1594	1	Morula	-0.24716782573505108
1595	4	2-cell	0.41848631041260764
1596	1	Morula	-0.10087333684936894
1597	2	2-cell	0.37057604762244933
1598	1	Morula	0.38581139616350374
1599	5	4-cell	0.5024543667230807
1600	2	Zygote	0.3607771277690227
1601	4	Zygote	0.5047008771929824
1602	1	Morula	0.3069533181983871
1603	1	Morula	0.17428225341407128
1604	1	Morula	0.31683623634723046
1605	2	4-cell	0.3758910567239129
1606	1	Morula	-0.04439146742910133
1607	1	Morula	0.1492546070228839
1608	1	Morula	0.15365763370201185
1609	3	Zygote	0.26628186796359393
1610	3	2-cell	0.36330822825228865
1611	1	Morula	0.322014828379786
1612	4	4-cell	0.39022947612402104
1613	1	Morula	0.08282044277539767
1614	2	2-cell	0.334478642649939
1615	4	2-cell	0.3717092657491747
1616	4	Epiblast	0.35921201410027526
1617	4	Zygote	0.39366650361971556
1618	1	Morula	0.15919084019771743
1619	1	Morula	0.1578707727135391
1620	1	Morula	0.2910345173561578
1621	5	Zygote	0.37830575965688573
1622	1	Morula	0.12842336493760348
1623	1	Morula	0.29765665680958153
1624	3	2-cell	0.43667516359386066
1625	6	2-cell	0.5735368767752325
1626	2	Zygote	-0.11361894365730382
1627	4	4-cell	0.3912814720111565
1628	6	Zygote	0.5824729120840039
1629	5	4-cell	0.4871141271374995
1630	1	Morula	0.3660605457612539
1631	1	Morula	0.17668457741640714
1632	3	2-cell	0.26420720841186945
1633	1	Morula	0.3360494180518755
1634	2	4-cell	0.3336556001002502
1635	3	Oocyte	0.39816718189214007
1636	1	Morula	0.1349453844537728
1637	4	Zygote	0.38666397145871517
1638	2	4-cell	0.3375958369456037
1639	4	4-cell	0.5451267960173788
1640	1	Morula	0.2705914380516066
1641	1	Morula	-0.17098537762695304
1642	4	2-cell	0.3973196203329486
1643	2	4-cell	0.3089235188093147
1644	3	Zygote	0.29463422630821173
1645	1	Morula	0.03666738990627515
1646	5	2-cell	0.5332912960041201
1647	5	Oocyte	0.5119236842105263
1648	1	Morula	0.27855802109532185
1649	1	Morula	0.08327172955449881
1650	1	Morula	0.01449416127827323
1651	3	Epiblast	0.39493071771861793
1652	2	Zygote	-0.26161552424319856
1653	2	2-cell	0.4241875937259041
1654	1	Morula	0.30598089388845123
1655	2	Zygote	0.43623188886063763
1656	1	Morula	-0.19293171398358938
1657	1	Morula	0.04115395845298689
1658	2	Zygote	0.37921959284681556
1659	1	Morula	0.28669721176664975
1660	1	Morula	0.2831456028521961
1661	4	4-cell	0.961248047164069
1662	1	Morula	0.06720011637480874
1663	3	2-cell	-0.011727069996529893
1664	3	Zygote	0.3054253488167162
1665	3	Zygote	0.33603313078768676
1666	3	Zygote	0.1419418008229829
1667	1	Morula	0.2523360206060614
1668	2	2-cell	0.3640419077038889
1669	1	Morula	-0.1924824931609596
1670	3	4-cell	0.3037850311058613
1671	1	Morula	0.12453000410820791
1672	3	2-cell	0.44586460832626246
1673	5	2-cell	0.5314772933649294
1674	3	4-cell	0.4445696956759934
1675	3	2-cell	0.42993210423561107
1676	1	Morula	-0.18159587560330093
1677	3	Zygote	0.37670207071392425
1678	2	4-cell	0.1694597938264852
1679	2	2-cell	0.38998436023542216
1680	2	4-cell	0.32839167773416467
1681	1	Morula	0.3117263346159604
1682	2	4-cell	0.2930396525171417
1683	1	Morula	0.03886919947199603
1684	2	2-cell	-0.3451456079270845
1685	1	Morula	0.33632834157294456
1686	1	Morula	0.19080234015428643
1687	1	Morula	0.22783925765962632
1688	3	2-cell	0.42784291969347965
1689	4	2-cell	0.4414549072342657
1690	1	Morula	0.3255015505780251
1691	2	Zygote	0.17229360985677603
1692	4	Zygote	0.453462682060218
1693	7	Zygote	0.5232991228070175
1694	1	Morula	0.2971955766507557
1695	3	Zygote	0.37702321183990095
1696	2	2-cell	0.16054127296537454
1697	3	2-cell	0.0785475154663233
1698	1	Morula	0.22074489868277183
1699	2	4-cell	0.28318994999439107
1700	1	Morula	0.3051392481919029
1701	3	Epiblast	0.43808478589120103
1702	1	Morula	0.1281965182035609
1703	2	2-cell	0.4252693222119046
1704	5	2-cell	0.5191684210526315
1705	2	2-cell	-0.667320965782779
1706	1	Morula	-0.23548484330442981
1707	5	2-cell	0.9159521208005457
1708	1	Morula	0.2483092913305164
1709	1	Morula	0.10948207952086683
1710	7	Zygote	0.6623929783137537
1711	3	2-cell	0.4538624039784311
1712	1	Morula	0.3637211972579877
1713	4	Zygote	0.32969798408584655
1714	2	4-cell	0.012796856054956167
1715	3	Epiblast	0.29532946857129033
1716	4	2-cell	-0.6116564304500539
1717	1	Morula	0.08103368928478144
1718	2	2-cell	0.05087460416909301
1719	2	2-cell	0.1638835246292402
1720	3	2-cell	0.4407904529840602
1721	5	2-cell	0.5075074140642535
1722	1	Morula	0.27154792337442574
1723	5	Zygote	0.5230886130103931
1724	1	Morula	0.05371707206420913
1725	2	4-cell	-1.7513154012127587
1726	1	Morula	-0.7623317759225041
1727	4	Zygote	0.4131704704006738
1728	5	2-cell	0.498688643215072
1729	1	Morula	0.3038897500219341
1730	3	2-cell	0.38876641760594166
1731	1	Morula	0.18300010551107726
1732	4	Zygote	0.4270822047808167
1733	1	Morula	0.33952386099777077
1734	6	Zygote	0.4578645134110833
1735	1	Morula	0.29438694537308796
1736	5	4-cell	0.4779713918684465
1737	1	Morula	0.2604518373043323
1738	1	Morula	0.21200855668139132
1739	3	2-cell	0.36926316025565853
1740	6	Zygote	0.452185668074419
1741	2	2-cell	0.387696991614635
1742	1	Morula	0.1059097196576842
1743	2	2-cell	-0.23611982167331985
1744	2	2-cell	0.13915452145805374
1745	2	Zygote	0.4156045354783599
1746	1	Morula	-0.10402778348439368
1747	3	4-cell	0.4408025947332081
1748	3	4-cell	0.3021709343317751
1749	4	2-cell	0.5200177515195242
1750	4	4-cell	0.4132262761833181
1751	1	Morula	-0.08653210136607598
1752	6	Zygote	0.5890172323787921
1753	6	2-cell	0.6003093281100527
1754	3	Zygote	0.4077346450226036
1755	1	Morula	0.24005525788334264
1756	4	2-cell	0.4672646248890584
1757	3	Zygote	0.2183871032071681
1758	2	2-cell	-0.47105811918656626
1759	1	Morula	0.34431411813419044
1760	1	Morula	0.019950707705095723
1761	2	Zygote	0.1855461505082065
1762	1	Morula	0.29219365022513466
1763	1	Morula	0.3289266850318622
1764	4	2-cell	0.38384249341089527
1765	1	Morula	0.07117000207564983
1766	3	2-cell	0.47402167244381
1767	1	Morula	0.23158412169838444
1768	1	Morula	0.38679967473522747
1769	3	2-cell	-0.30195282587978123
1770	1	Morula	0.23125260208411533
1771	4	Zygote	0.4487217611414236
1772	4	Zygote	0.4813657511112688
1773	3	2-cell	0.2872049217471754
1774	1	Morula	-0.14588881176586926
1775	3	2-cell	0.4980419569840033
1776	2	Zygote	0.2979884603285528
1777	2	2-cell	0.14976862675609737
1778	2	2-cell	0.4730002907626467
1779	3	2-cell	0.34401135912197645
1780	2	4-cell	-1.5937338468587732
1781	2	4-cell	0.3807210416227367
1782	2	Zygote	0.3730255897106717
1783	2	2-cell	0.2752276549453677
1784	7	4-cell	0.5690631578947367
1785	3	Zygote	0.2747487401026589
1786	3	Zygote	0.3695963551807183
1787	3	2-cell	0.35368040756058994
1788	4	2-cell	0.4169181922370041
1789	2	2-cell	0.3299589468855978
1790	3	4-cell	0.4720619829195852
1791	1	Morula	0.2265021017663965
1792	4	Zygote	0.48343340020267944
1793	4	2-cell	0.5059503468204913
1794	1	Morula	-0.5686345466886084
1795	1	Morula	0.1782195619738639
1796	2	Zygote	-0.253672921259372
1797	3	4-cell	0.4727458905266465
1798	1	Morula	0.09418321536931984
1799	1	Morula	0.4173584084880439
1800	1	Morula	0.0382649573441268
1801	2	Zygote	0.3334178118870704
1802	4	4-cell	0.3185259944555228
1803	2	2-cell	0.254650252793087
1804	4	4-cell	0.41628881658226635
1805	1	Morula	0.26531028960453473
1806	1	Morula	0.17871277368506042
1807	2	2-cell	0.4367376015313801
1808	1	Morula	-0.013929559208734538
1809	1	Morula	-1.0993905873283318
1810	1	Morula	-0.17346703005285175
1811	4	2-cell	0.14556693426263984
1812	6	8-cell	0.5386210526315789
1813	3	4-cell	0.34698136499777316
1814	1	Morula	0.18280527440904598
1815	5	Epiblast	0.5000964912280701
1816	3	Zygote	0.25983745566823513
1817	1	Morula	0.24243625673899033
1818	2	4-cell	-4.818805430146945
1819	3	2-cell	0.3940993097554376
1820	5	2-cell	0.5002762456991052
1821	2	4-cell	0.13291117267593766
1822	3	2-cell	0.43733888377702634
1823	4	Zygote	0.5167410599963717
1824	6	Zygote	0.5435187950746551
1825	6	2-cell	0.7179306466936992
1826	2	4-cell	0.3640569536209254
1827	1	Morula	0.18154392043617026
1828	2	2-cell	0.33323507114354184
1829	1	Morula	0.1648134637710545
1830	2	2-cell	0.4303133718416909
1831	2	2-cell	0.18712349143173904
1832	2	2-cell	0.4251104865438138
1833	1	Morula	0.26928077092551844
1834	3	2-cell	0.4026627594189097
1835	2	2-cell	0.24953667728778817
1836	1	Morula	0.41809599300190403
1837	3	Zygote	0.5003967044995136
1838	2	2-cell	0.26765821578582294
1839	1	Morula	0.147862397768251
1840	2	2-cell	0.07981074032191768
1841	4	4-cell	0.34998751295212843
1842	1	Morula	0.2534029753222557
1843	1	Morula	0.0823077030166465
1844	1	Morula	-2.2651723192713025
1845	3	2-cell	0.3773740044018874
1846	1	Morula	0.2269215155168248
1847	4	2-cell	0.528206002594735
1848	1	Morula	0.32625776733752454
1849	5	2-cell	0.4956773032220806
1850	4	2-cell	0.41147459880147835
1851	1	Morula	0.36726056849405303
1852	1	Morula	-0.03933798209066948
1853	6	2-cell	0.5719619999211483
1854	2	2-cell	0.21439007907649274
1855	1	Morula	0.35096043371986263
1856	1	Morula	0.40114789279081414
1857	4	Zygote	0.3985493494709089
1858	2	2-cell	0.23187549866894502
1859	1	Morula	0.18462863410774447
1860	2	2-cell	0.39831488094515227
1861	1	Morula	0.2546387276431509
1862	1	Morula	0.25591659595089367
1863	5	Oocyte	0.3832307122984249
1864	1	Morula	-0.11903122133557242
1865	2	2-cell	0.2829703951339806
1866	5	4-cell	0.45415533324178214
1867	1	Morula	0.2950002134459603
1868	2	2-cell	0.21387004306700547
1869	4	2-cell	0.3927208758943221
1870	7	Zygote	0.5488991228070176
1871	3	2-cell	-0.01454351792477393
1872	1	Morula	-0.1926947124596038
1873	1	Morula	0.292942323157534
1874	2	Oocyte	0.3702966566060759
1875	1	Morula	0.2571702539069699
1876	5	4-cell	0.567887492748272
1877	3	Epiblast	0.3382890944694389
1878	2	Zygote	-0.20620559409597472
1879	1	Morula	0.13145961899390216
1880	1	Morula	-0.018118125502330634
1881	3	2-cell	0.5121984241707592
1882	1	Morula	-0.13923388934811837
1883	2	2-cell	0.3018953202948405
1884	1	Morula	0.32137507624430683
1885	2	Epiblast	0.4153630164487042
1886	6	2-cell	0.5942535881642321
1887	1	Morula	0.12824278723702903
1888	1	Morula	0.21633573453697938
1889	5	Zygote	0.4831568358442119
1890	3	2-cell	-0.7654116346869921
1891	2	2-cell	0.3110346765225561
1892	2	Zygote	0.12873857100565242
1893	2	2-cell	0.4133851920538669
1894	2	2-cell	0.3506309512437717
1895	2	2-cell	0.26772239454075897
1896	3	4-cell	0.3318422815248989
1897	2	4-cell	0.28753503687672427
1898	4	2-cell	0.3775489446575718
1899	3	Zygote	0.38047736582509306
1900	4	Zygote	0.40222995486985125
1901	1	Morula	0.13055604043938818
1902	1	Morula	-0.2524660532609201
1903	2	2-cell	0.27622202162401743
1904	3	Zygote	0.3632707581598847
1905	5	Zygote	0.44143047483591374
1906	2	Epiblast	0.22982948069932346
1907	2	4-cell	0.3879312574754319
1908	4	Zygote	0.4693734737031215
1909	4	2-cell	0.30218211662114736
1910	5	Zygote	0.504085769014651
1911	4	Zygote	0.39706903971015683
1912	1	Morula	0.340872227369703
1913	3	Zygote	0.16549679843575849
1914	2	2-cell	0.15365082344469067
1915	3	Zygote	0.31994441588086203
1916	1	Morula	0.20902851165097655
1917	4	Zygote	0.3152284835971942
1918	2	Epiblast	0.3919400921648998
1919	4	4-cell	0.47319967314395983
1920	1	Morula	0.15340864910406393
1921	3	2-cell	0.517323395718924
1922	3	2-cell	0.45760089837330364
1923	5	Zygote	0.4885110877407093
1924	3	4-cell	0.4171701674112108
1925	1	Morula	0.2414694848568029
1926	4	Zygote	0.3450509108823947
1927	1	Morula	0.21282020194395063
1928	2	2-cell	0.39671946924743257
1929	1	Morula	0.1461639949487289
1930	4	Zygote	0.3643634000570105
1931	4	2-cell	0.5472846293070368
1932	3	Zygote	0.3519963260953257
1933	2	2-cell	0.2901793155139617
1934	4	2-cell	0.43607905157749044
1935	2	2-cell	0.44464321098201703
1936	3	2-cell	0.34834158829367373
1937	5	2-cell	0.5479407117092923
1938	2	2-cell	0.34851989654506166
1939	4	Zygote	0.5003571531312601
1940	2	2-cell	0.28039812643771606
1941	1	Morula	-0.15834695398516188
1942	2	Zygote	0.23053233302046944
1943	2	2-cell	0.2219337036245796
1944	1	Morula	0.1374628372081811
1945	2	2-cell	0.3823906147442215
1946	4	2-cell	0.5205991228070175
1947	4	Epiblast	0.46140671979265063
1948	1	Morula	0.09359760252821227
1949	5	2-cell	0.518569814465883
1950	2	2-cell	0.3922045592328711
1951	1	Morula	0.2935762797162468
1952	1	Morula	0.08624738500554617
1953	5	4-cell	0.4699353879238053
1954	1	Morula	0.25027644402226784
1955	2	4-cell	0.46583556432955225
1956	1	Morula	0.2742854516257778
1957	4	2-cell	0.456845956215434
1958	1	Morula	0.2308316507836055
1959	3	2-cell	0.3590752540065326
1960	1	Morula	0.28846599150758595
1961	2	Zygote	0.2965681249217922
1962	1	Morula	0.26793992363314223
1963	1	Morula	0.2898534752349654
1964	2	Epiblast	0.5164649122807017
1965	1	Morula	0.07761630461915019
1966	4	Zygote	0.4343104563227782
1967	2	2-cell	0.30590593975496794
1968	1	Morula	0.17832909611531805
1969	1	Morula	0.3028541816192767
1970	7	2-cell	0.5739035087719297
1971	2	2-cell	0.42663423697462005
1972	3	Zygote	0.2821123783570572
1973	1	Morula	0.28388526203542785
1974	6	Zygote	0.5277017543859649
1975	2	2-cell	0.0971489650318813
1976	2	2-cell	0.4166584987256652
1977	1	Morula	0.33940742244102695
1978	4	2-cell	0.42063793153648166
1979	3	Zygote	0.38193781517985914
1980	5	4-cell	0.4764731914835638
1981	4	4-cell	0.5232765114665857
1982	2	4-cell	0.3460523458897427
1983	1	Morula	0.08466829726362357
1984	2	2-cell	0.30885661781615315
1985	4	2-cell	0.33404707833653824
1986	3	Zygote	0.3550995716784213
1987	1	Morula	0.39868518477873516
1988	2	2-cell	-0.05080000585221972
1989	2	2-cell	0.43274381537376866
1990	5	4-cell	0.49806049415077197
1991	1	Morula	0.3202506087007943
1992	2	2-cell	0.25143013769040345
1993	1	Morula	0.014181583125680963
1994	3	2-cell	0.38255004161017053
1995	2	4-cell	0.479094270875558
1996	1	Morula	-0.025588223970566037
1997	1	Morula	0.2970780859592017
1998	2	Zygote	0.11742470687385076
1999	3	Zygote	0.4731141130833578
