model	validation_status	PC1_control	PC2_control	PC3_control	control_norm	direction_cosine_to_measured_correction	PC1_recovery	PC2_recovery	PC3_recovery	PC3_negative_pull_recovered	PC1_negative_pull_recovered	center_error_vs_observed	latent_mean_rmse	latent_mmd_rbf	latent_sliced_wasserstein	latent_covariance_frobenius	dmr_mean_rmse	dmr_correlation	dmr_distributional_rmse	basin_radius_q90	basin_radius_q95	pred_basin_occupancy_q90	pred_basin_occupancy_q95	observed_basin_occupancy_q90	observed_basin_occupancy_q95	pred_mean_distance_to_morula_centroid	observed_mean_distance_to_morula_centroid	closure_modules	access_modules	closure_sign	access_sign
exact_partition_030	exact_partition_with_branch_signs	0.1857794338662895	0.6949830652123514	0.5294904628458009	0.8932388310101029	-0.6398994732786313	-0.2347453162136402	-20.532197972624438	-0.27613450380369664	-0.27613450380369664	-0.2347453162136402	1.7822319528871229	1.5783851607418555	1.1062524937948581	1.29086692311219	0.8487798699346262	0.24936520662159672	0.6066015760117688	0.24988133184138972	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	2.8046334387985605	1.0224014859114376	M01,M12,M10	M05,M02	-1	1
exact_partition_031	exact_partition_with_branch_signs	-0.1857794338662895	-0.6949830652123514	-0.5294904628458009	0.8932388310101029	0.6398994732786313	0.2347453162136402	20.532197972624438	0.27613450380369664	0.27613450380369664	0.2347453162136402	0.7249542855006972	0.9540233488564412	0.6998045774171496	0.8063869437804309	0.8487798699346262	0.2430154846017444	0.6366601253398766	0.2435210389991444	1.5666635350021403	1.9104332695957345	0.35555555555555557	0.5777777777777777	0.875	0.875	1.7473557714121348	1.0224014859114376	M01,M12,M10	M05,M02	1	-1
exact_partition_032	exact_partition_with_branch_signs	0.0973761128202911	0.788490044778118	0.22137065386299662	0.8247445813425628	-0.30871280137001744	-0.1230415332846061	-23.294716820015122	-0.11544698148597299	-0.11544698148597299	-0.1230415332846061	1.5142011219143674	1.419035571160181	1.0455112154632786	1.2242084373751478	0.8487798699346262	0.24716745273489607	0.6151623038312022	0.24768815761124346	1.5666635350021403	1.9104332695957345	0.0	0.044444444444444446	0.875	0.875	2.536602607825805	1.0224014859114376	M01,M12,M10	M05,M02	1	1
exact_partition_033	exact_partition_with_branch_signs	-0.04246494515375235	-0.18111769159437197	-1.0726040589735357	1.0886167172618146	0.9282410785288797	0.053657430053786495	5.350841605074397	0.5593736061092061	0.5593736061092061	0.053657430053786495	0.25901128131945206	0.6573860902054024	0.4724825988725143	0.6081377898078577	0.8487798699346262	0.2406920429166761	0.6425366415745668	0.2411953615902159	1.5666635350021403	1.9104332695957345	0.7333333333333333	0.9555555555555556	0.875	0.875	1.2814127672308897	1.0224014859114376	M01,M02,M10	M05,M12	-1	-1
exact_partition_034	exact_partition_with_branch_signs	0.17479720033298177	0.5735085945756022	0.6997371438679088	0.9214652678233454	-0.7843605091113215	-0.22086849556747631	-16.943422929636295	-0.3649198287283432	-0.3649198287283432	-0.22086849556747631	1.9007532997505288	1.6484755215402427	1.1276173635063858	1.4327128347438571	0.8487798699346262	0.2504507055629514	0.6025910332588591	0.2509645983926324	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	2.9231547856619664	1.0224014859114376	M01,M02,M10	M05,M12	-1	1
exact_partition_035	exact_partition_with_branch_signs	-0.17479720033298177	-0.5735085945756022	-0.6997371438679088	0.9214652678233454	0.7843605091113215	0.22086849556747631	16.943422929636295	0.3649198287283432	0.3649198287283432	0.22086849556747631	0.5537995228638881	0.8474297263389741	0.6084341612750752	0.6935575433369354	0.8487798699346263	0.2422204869906658	0.6389485895720104	0.2427246343427586	1.5666635350021403	1.9104332695957345	0.4888888888888889	0.7333333333333333	0.875	0.875	1.5762010087753258	1.0224014859114376	M01,M02,M10	M05,M12	1	-1
exact_partition_036	exact_partition_with_branch_signs	0.04246494515375235	0.18111769159437197	1.0726040589735357	1.0886167172618146	-0.9282410785288797	-0.053657430053786495	-5.350841605074397	-0.5593736061092061	-0.5593736061092061	-0.053657430053786495	2.1514678016027777	1.7965089180972273	1.1648171226389898	1.4937907310567566	0.8487798699346262	0.2526875051396933	0.5950790894041167	0.2531958543903743	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	3.1738692875142154	1.0224014859114376	M01,M02,M10	M05,M12	1	1
exact_partition_037	exact_partition_with_branch_signs	-0.4985611456354394	-0.35505592949549347	-1.1477107650967062	1.3007182359473928	0.966185899041614	0.6299668986409934	10.489577373411509	0.5985424948483627	0.5985424948483627	0.6299668986409934	0.05902267220324808	0.5103996800420582	0.3234193154097059	0.49900329474167504	0.8487798699346262	0.24027723185176453	0.6462886078060205	0.24077265991839453	1.5666635350021403	1.9104332695957345	0.9555555555555556	0.9777777777777777	0.875	0.875	1.0814241581146857	1.0224014859114376	M12,M02,M10	M05,M01	-1	-1
exact_partition_038	exact_partition_with_branch_signs	0.26601644042931916	0.6082962421558264	0.7147584850925428	0.9755351130591723	-0.791369094516732	-0.3361303892849177	-17.971170083303715	-0.37275360647617456	-0.37275360647617456	-0.3361303892849177	1.9521192467930057	1.6792191290129166	1.1356173233487505	1.482520053287391	0.8487798699346262	0.25082225216961557	0.6010118475451458	0.2513353853177728	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	2.9745207327044434	1.0224014859114376	M12,M02,M10	M05,M01	-1	1
exact_partition_039	exact_partition_with_branch_signs	-0.26601644042931916	-0.6082962421558264	-0.7147584850925428	0.9755351130591723	0.791369094516732	0.3361303892849177	17.971170083303715	0.37275360647617456	0.37275360647617456	0.3361303892849177	0.522564980415499	0.8271711719036795	0.5892033107570376	0.80454240795915	0.8487798699346262	0.24211667033249104	0.6398588720179543	0.24261916871827394	1.5666635350021403	1.9104332695957345	0.5111111111111111	0.7555555555555555	0.875	0.875	1.5449664663269367	1.0224014859114376	M12,M02,M10	M05,M01	1	-1
exact_partition_040	exact_partition_with_branch_signs	0.4985611456354394	0.35505592949549347	1.1477107650967062	1.3007182359473928	-0.966185899041614	-0.6299668986409934	-10.489577373411509	-0.5985424948483627	-0.5985424948483627	-0.6299668986409934	2.381388386017979	1.9331185458978417	1.185410028635973	1.75023866188371	0.8487798699346262	0.2546653163516635	0.5866691797114723	0.25517049754395243	1.5666635350021403	1.9104332695957345	0.0	0.0	0.875	0.875	3.403789871929417	1.0224014859114376	M12,M02,M10	M05,M01	1	1
