cluster_name	PC1_loading	PC2_loading	PC3_loading
cluster_1976	0.09826591498087721	-0.01769245054018627	-0.030340305641828668
cluster_2004	0.06791896146487726	0.08531489081136247	-0.08586568692494796
cluster_2126	0.0339325667823195	0.1907495161993428	-0.14433101537915338
cluster_2190	-0.04810203538840714	0.06057428087703186	-0.1390447489464202
cluster_2324	0.11345290602233765	0.059275629961889335	-0.10169369811582885
cluster_2355	0.09585452127545864	0.006131545442982304	-0.052134445462573245
cluster_2365	0.17471354745653428	-0.06999948239631815	-0.01261558857420659
cluster_2623	0.027711045152280567	0.12606026236479478	0.2575572154426659
cluster_2637	-0.009350294913135132	0.10373724641378308	0.004862915348361404
cluster_2727	0.04128006878623529	0.16724640166324975	-0.08064039166263107
cluster_2743	0.16094184095064926	0.06898510591485815	0.11125862792154519
cluster_2776	0.16642939675808663	-0.02742640209909061	-0.02166178041360114
cluster_2832	0.04621615852139882	0.12223881330119568	-0.04378996933643008
cluster_2910	-0.03852588627156929	0.06313840141053258	0.010734100630736985
cluster_3123	0.13167253747475305	-0.02312189507244924	-0.06966701207054533
cluster_3133	0.1381082363952787	-0.009385415485905272	-0.01380349022334773
cluster_3227	0.0023613177803338686	0.09782624025017791	-0.04101254862445769
cluster_3275	0.007914545062071258	0.13764288896531565	0.22601617528389248
cluster_3303	0.0893663505729805	0.1059978579470549	-0.08702442704207856
cluster_3336	0.02765189578387932	0.01295991899985337	-0.03340660917671947
cluster_3348	-0.02970585457036962	0.07834462569212809	-0.08357607567099677
cluster_3362	0.020587695800219418	0.11779216476798547	-0.03368029403779136
cluster_3369	0.02233234636292831	0.17264197383089974	-0.09773843315852265
cluster_3416	-0.001069791530613293	0.001168474926907177	-0.013367666699247972
cluster_3519	0.1166328091540949	-0.022849363109198478	0.01081542860822241
cluster_3660	-0.034864384943898395	0.1239317918827096	0.06141300852305444
cluster_3684	-0.01028547903543766	0.09053232155687382	-0.10437419010655107
cluster_3762	0.10483679850531609	-0.027795305878547203	-0.0844200363229663
cluster_3766	0.1104279390445095	0.019088831159077793	-0.0797182076871575
cluster_3928	0.1780390655874659	-0.017306730964745876	-0.05647803544058561
cluster_3967	-0.023131089215073796	0.07147300299603554	-0.053905123220448964
cluster_3978	0.020541821514802543	0.095769080406871	0.009913675465082856
cluster_4026	0.04393505435859276	-0.09436263504711957	-0.11707421403915412
cluster_4028	-0.034367821365307305	-0.0073994002847410185	-0.017623799034184807
cluster_4064	0.03546714746363742	-0.018048892982957365	0.01859215357039402
cluster_4084	0.013594636823383228	0.10169608718503312	0.03253997870632756
cluster_4141	0.07322648482591008	0.0994110778807558	0.1712713138688738
cluster_4364	-0.022426626075060078	0.11324067857213212	-0.05018722403350919
cluster_4373	0.11494542324452614	0.04408814455592173	0.14328757692504265
