control_model	module_id	candidate_control	control_modality	control_value	control_stage_window	leakage_status	interpretation	control_value_z	linked_genes	n_DMRs	latent_control_PC1	latent_control_PC2	latent_control_PC3	latent_control_norm	ridge_weight	candidate_control_direction_PC1	candidate_control_direction_PC2	candidate_control_direction_PC3	u	beta	weighted_PC1	weighted_PC2	weighted_PC3
combined_external_ridge_beta_diagnostic	M01	RNA_delta_morula_to_blastocyst_M01	RNA	-0.1834579740520917	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	-0.2248731270306571	ASB5,ASPHD2,CIT,FGL2,FSHR,KIAA1522,LYL1,MIR647,PDLIM3,SLCO1C1,SMOC2,SNORD46	21	-0.3117448188641859	-0.0636752082685404	-0.2795223512991518	0.4235234457648272	1.6309226688047955	0.0701030322535952	0.014318843197675	0.0628570652116021	-0.2248731270306571	-1.9351332172148703	-0.13565870634141763	-0.027708869103912147	-0.12163679482761253
combined_external_ridge_beta_diagnostic	M02	RNA_delta_8cell_to_morula_M02	RNA	-8.20802488687783	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-1.4931650648967143	CDKN1C,CHAT,COL13A1,FGF5,FGFR3,GDF11,HOXA11,HOXB5,KCNH4,KRT19,KRT25,MAN2A2,MFSD7,NEUROD2,NUDT13,PCDHGA1,PYY2,RFPL2,SDHD,SELV,SLC9A3R2,TRIM17,TSC22D4,ZIC1	30	0.0309839911569153	0.2007135480187998	-0.1859313267638452	0.2753477698084201	1.5159442960259268	-0.0462642131665746	-0.299698457953141	0.2776261615936691	-1.4931650648967143	-0.6223054081480065	0.028790470057271617	0.18650397119785755	-0.17276826180311267
combined_external_ridge_beta_diagnostic	M02	RNA_delta_morula_to_blastocyst_M02	RNA	5.805451414779356	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	0.7216808212360101	CDKN1C,CHAT,COL13A1,FGF5,FGFR3,GDF11,HOXA11,HOXB5,KCNH4,KRT19,KRT25,MAN2A2,MFSD7,NEUROD2,NUDT13,PCDHGA1,PYY2,RFPL2,SDHD,SELV,SLC9A3R2,TRIM17,TSC22D4,ZIC1	30	0.0309839911569153	0.2007135480187998	-0.1859313267638452	0.2753477698084201	1.5159442960259268	0.0223605521832919	0.1448511181674007	-0.1341830725924327	0.7216808212360101	0.30077443450157454	0.006725482438072572	0.04356751315372071	-0.040358837778672677
combined_external_ridge_beta_diagnostic	M03	RNA_delta_8cell_to_morula_M03	RNA	-0.1983846153846153	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.2272322996897074	LRFN1	5	-0.0004019823407494	-0.035387958443813	-0.0705802778346977	0.0789559675505685	0.1684932521077122	9.134337172313775e-05	0.0080412871785114	0.0160381188451168	-0.2272322996897074	-0.7737248905290216	-7.067464028703648e-05	-0.0062217440419061795	-0.012409091747729464
combined_external_ridge_beta_diagnostic	M03	RNA_delta_morula_to_blastocyst_M03	RNA	0.7971025641025642	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	-0.0698944174452917	LRFN1	5	-0.0004019823407494	-0.035387958443813	-0.0705802778346977	0.0789559675505685	0.1684932521077122	2.809632152997406e-05	0.0024734207400085	0.004933167402383	-0.0698944174452917	-0.23799015615427302	-6.686647948279189e-06	-0.0005886497881498408	-0.0011740452804283067
combined_external_ridge_beta_diagnostic	M04	RNA_delta_8cell_to_morula_M04	RNA	-5.599476244343892	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-1.0808809816810343	ALX4,BBC3,CTXN3,DSC1,IGF1,OR2H2,PNPLA1,SLC3A1	10	-0.0176945819967978	0.0011726581924131	-0.0268486449009252	0.032176436911094	0.158611941316062	0.0191257371591343	-0.0012675039381917	0.0290201896573175	-1.0808809816810343	-0.7673587260655533	-0.01467630130149796	0.0009726302072939152	-0.022268895765619922
combined_external_ridge_beta_diagnostic	M04	RNA_delta_morula_to_blastocyst_M04	RNA	-0.3977458387531911	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	-0.2587415680487698	ALX4,BBC3,CTXN3,DSC1,IGF1,OR2H2,PNPLA1,SLC3A1	10	-0.0176945819967978	0.0011726581924131	-0.0268486449009252	0.032176436911094	0.158611941316062	0.0045783238918189	-0.0003034154194902	0.0069468604816499	-0.2587415680487698	-0.1836905296726698	-0.0008409947407012701	5.573453911701041e-05	-0.0012760724814364255
combined_external_ridge_beta_diagnostic	M05	RNA_delta_8cell_to_morula_M05	RNA	0.2214140271493213	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.1608826462271731	MYH1,VASH2	6	-0.0709520148060098	-0.3247762057329219	-0.516029791698755	0.6138407921733174	1.121745077362747	0.0114149478971404	0.0522508554099332	0.0830202384205526	-0.1608826462271731	-4.232787521668638	-0.04831704901951364	-0.22116676877567776	-0.35140702923247036
combined_external_ridge_beta_diagnostic	M05	RNA_delta_morula_to_blastocyst_M05	RNA	2.0698808446455508	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	0.131269639062682	MYH1,VASH2	6	-0.0709520148060098	-0.3247762057329219	-0.516029791698755	0.6138407921733174	1.121745077362747	-0.0093138453743549	-0.042633255302708	-0.0677390445018865	0.131269639062682	3.453675727174992	-0.03216700169607085	-0.14724143900941716	-0.2339486937781921
combined_external_ridge_beta_diagnostic	M06	RNA_delta_8cell_to_morula_M06	RNA	0.2766993778280571	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.1521447336009018	ARID3C,ATN1,C11orf63,COMP,CRYBA2,GIPR,IFI30,JAKMIP2,MKRN1,NKX2-5,SLC24A5,SMYD1,SNORA18,TNFRSF18,TNFRSF25,WNT1	23	-0.023293816180393	0.0655179931735613	-0.0910964315804362	0.114602657684828	0.6980463113959128	0.0035440314573142	-0.0099682176174571	0.0138598423147982	-0.1521447336009018	-0.13212363999252766	-0.0004682503363883837	0.0013170371958560853	-0.0018312128163536043
combined_external_ridge_beta_diagnostic	M06	RNA_delta_morula_to_blastocyst_M06	RNA	-10.068134772725951	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	-1.7871575503971413	ARID3C,ATN1,C11orf63,COMP,CRYBA2,GIPR,IFI30,JAKMIP2,MKRN1,NKX2-5,SLC24A5,SMYD1,SNORA18,TNFRSF18,TNFRSF25,WNT1	23	-0.023293816180393	0.0655179931735613	-0.0910964315804362	0.114602657684828	0.6980463113959128	0.0416297194643524	-0.1170909761869984	0.1628036755132131	-1.7871575503971413	-1.5519811643168384	-0.06460854048446907	0.18172298955369304	-0.2526682378780573
combined_external_ridge_beta_diagnostic	M07	RNA_delta_8cell_to_morula_M07	RNA	3.3942107304460243	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	0.3405814854816131	ADAM29,C1QTNF7,CFD,IRF9,PLA2G12B,TMEM223,TNFRSF25	9	-0.1042632721021358	-0.0244059898099321	-0.0486586294431352	0.117618639965487	0.3396809001439573	-0.035510140093719	-0.0083122282641157	-0.0165722282972423	0.3405814854816131	0.5044343561960133	-0.017912534656605403	-0.004192973512963552	-0.008359601311852795
combined_external_ridge_beta_diagnostic	M07	RNA_delta_morula_to_blastocyst_M07	RNA	10.307047249669097	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	1.4331631687502162	ADAM29,C1QTNF7,CFD,IRF9,PLA2G12B,TMEM223,TNFRSF25	9	-0.1042632721021358	-0.0244059898099321	-0.0486586294431352	0.117618639965487	0.3396809001439573	-0.1494262814301629	-0.0349777656924877	-0.0697357555597662	1.4331631687502162	2.1226542579966283	-0.3171803325343379	-0.07424570328236757	-0.14802489847354977
combined_external_ridge_beta_diagnostic	M08	RNA_delta_8cell_to_morula_M08	RNA	-0.2051425339366515	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.2283003964118624	KRTAP13-4,MYBPC1,SCGN,TAS2R20	7	-0.0714679361606645	0.0172513731017562	-0.0800353954263481	0.1086781500303199	0.5664617239942059	0.0163161581562173	-0.0039384953177798	0.0182721125028154	-0.2283003964118624	-0.3533023191649988	-0.005764536516454512	0.001391479529792121	-0.006455579723288463
combined_external_ridge_beta_diagnostic	M08	RNA_delta_morula_to_blastocyst_M08	RNA	1.5863159416100594	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	0.0548416555194642	KRTAP13-4,MYBPC1,SCGN,TAS2R20	7	-0.0714679361606645	0.0172513731017562	-0.0800353954263481	0.1086781500303199	0.5664617239942059	-0.0039194199356102	0.0009460938608842	-0.0043892735853358	0.0548416555194642	0.08486925290712187	-0.0003326382417645192	8.029427915326199e-05	-0.0003725143699924206
combined_external_ridge_beta_diagnostic	M10	RNA_delta_8cell_to_morula_M10	RNA	-0.2910520361990951	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.24187849106659	C6orf47,PDLIM3	3	-0.1427484754713723	-0.0500932577625472	-0.1450418877707968	0.2095796052357729	0.739203368289564	0.0345277858490716	0.0121164816002146	0.03508251295545	-0.24187849106659	-1.242154997331885	-0.04288886173922951	-0.01505054816978648	-0.04357791878657284
combined_external_ridge_beta_diagnostic	M10	RNA_delta_morula_to_blastocyst_M10	RNA	0.231928493075552	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	-0.1592208229150773	C6orf47,PDLIM3	3	-0.1427484754713723	-0.0500932577625472	-0.1450418877707968	0.2095796052357729	0.739203368289564	0.0227285297344246	0.0079758897234498	0.0230936887280225	-0.1592208229150773	-0.817670641118756	-0.01858445147963369	-0.0065216508636657365	-0.01888303126803919
combined_external_ridge_beta_diagnostic	M11	RNA_delta_8cell_to_morula_M11	RNA	-0.0453461538461542	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.2030443965840049	CDH24,TNFRSF25	4	0.0007243590994191	0.0015692050144277	-0.0096860483672329	0.0098390362055738	0.0463894872238132	-0.0001470770562516	-0.000318618285271	0.0019666978460082	-0.2030443965840049	-0.0570484381810276	8.390516351421734e-06	1.8176675550631484e-05	-0.00011219704048876406
combined_external_ridge_beta_diagnostic	M11	RNA_delta_morula_to_blastocyst_M11	RNA	27.28534615384616	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	4.116602643151108	CDH24,TNFRSF25	4	0.0007243590994191	0.0015692050144277	-0.0096860483672329	0.0098390362055738	0.0463894872238132	0.0029818985832592	0.006459793510039	-0.0398736123102404	4.116602643151108	1.1566226665432722	0.003448931490730888	0.007471543594900281	-0.04611872379498293
combined_external_ridge_beta_diagnostic	M12	RNA_delta_8cell_to_morula_M12	RNA	1.603583710407241	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	0.0575708460400637	MS4A3,PCDH17	4	-0.0156929743396202	0.0433355236843867	-0.2064177489278492	0.2115006480582615	1.093930175059908	-0.0009034578096169	0.0024948627620993	-0.0118836444434617	0.0575708460400637	0.31268287181834375	-0.00028249578247773675	0.0007801008532458734	-0.003715812072249717
combined_external_ridge_beta_diagnostic	M12	RNA_delta_morula_to_blastocyst_M12	RNA	-1.6178273001508303	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	-0.4515768322867948	MS4A3,PCDH17	4	-0.0156929743396202	0.0433355236843867	-0.2064177489278492	0.2115006480582615	1.093930175059908	0.0070865836414436	-0.0195693185108847	0.093213473188609	-0.4515768322867948	-2.4526361948511886	-0.01738081153684502	0.04799641888836721	-0.22861873819017345
combined_external_ridge_beta_diagnostic	M13	RNA_delta_8cell_to_morula_M13	RNA	-0.1412307692307692	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.2181990692260045	DAPL1,IL1R2	7	-0.0193467288145157	0.0463898469783355	-0.0478061524370573	0.0693667213390611	0.4282442670836051	0.0042214382198952	-0.0101222214322095	0.0104312579650423	-0.2181990692260045	-0.007872702071320263	-3.323412541771983e-05	7.968923363571874e-05	-8.21221861878652e-05
combined_external_ridge_beta_diagnostic	M13	RNA_delta_morula_to_blastocyst_M13	RNA	0.0	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	-0.1958773853345393	DAPL1,IL1R2	7	-0.0193467288145157	0.0463898469783355	-0.0478061524370573	0.0693667213390611	0.4282442670836051	0.0037895866549637	-0.0090867219321857	0.0093641441422752	-0.1958773853345393	-0.007067327567977678	-2.6782250237865455e-05	6.421884041388365e-05	-6.617947404721819e-05
combined_external_ridge_beta_diagnostic	M14	RNA_delta_8cell_to_morula_M14	RNA	-1.4311153846153846	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.4220668014340834	C16orf13,CYBA,HAND2,HMHA1	5	-0.0039174201224136	0.0153751559921976	-0.0150992284493165	0.0219027007915588	0.1333504329492505	0.0016534129809406	-0.0064893429111769	0.0063728830557255	-0.4220668014340834	-0.0033639401030106496	-5.561982233424547e-06	2.1829760861095926e-05	-2.1437996882952165e-05
combined_external_ridge_beta_diagnostic	M14	RNA_delta_morula_to_blastocyst_M14	RNA	2.877096153846153	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	0.2588509378297041	C16orf13,CYBA,HAND2,HMHA1	5	-0.0039174201224136	0.0153751559921976	-0.0150992284493165	0.0219027007915588	0.1333504329492505	-0.0010140278725597	0.0039798735478583	-0.0039084494446105	0.2588509378297041	0.0020630834917810133	-2.0920241640837678e-06	8.21081141596248e-06	-8.063457527636642e-06
combined_external_ridge_beta_diagnostic	M15	RNA_delta_8cell_to_morula_M15	RNA	0.0352647058823529	8-cell_to_morula	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from 8-cell to morula.	-0.1903037584151451	IFLTD1,MIR568	3	-0.0059302035659389	-0.020474215795891	-0.0283206811703073	0.0354460408048683	0.0556550758103894	0.001128540026765	0.0038963202165607	0.0053895320675865	-0.1903037584151451	-0.2866879311015274	-0.0003235388054385398	-0.0011170279817948677	-0.0015451137980617136
combined_external_ridge_beta_diagnostic	M15	RNA_delta_morula_to_blastocyst_M15	RNA	0.1672993966817496	morula_to_blastocyst	methylation_non_leaking_external_morula_allowed	Mean linked-gene RNA expression change from morula to blastocyst.	-0.1694355251910116	IFLTD1,MIR568	3	-0.0059302035659389	-0.020474215795891	-0.0283206811703073	0.0354460408048683	0.0556550758103894	0.0010047871556844	0.0034690595062508	0.0047985294878582	-0.1694355251910116	-0.25525045105071187	-0.00025647237469842213	-0.0008854790036923013	-0.0012248268161559497
all_available_unit_beta	M00	internal_genomic_cpg_density_M00	internal_genomic_proxy	5.347763263654622	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	0.3601526354615986		16	-0.0081985191332342	0.057452217932008	-0.0699484369421926	0.090888706074742	0.5428994746098068	-0.0029527182727166	0.0206915677013267	-0.0251921139111501	0.3601526354615986	1.0	-0.002952718272716638	0.020691567701326793	-0.02519211391115011
all_available_unit_beta	M00	internal_age_weight_abs_M00	internal_methylation_prior_proxy	0.036840439	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.1097799243183517		16	-0.0081985191332342	0.057452217932008	-0.0699484369421926	0.090888706074742	0.5428994746098068	-0.000900032809969	0.0063071001364972	-0.0076789341137009	0.1097799243183517	1.0	-0.0009000328099690087	0.006307100136497286	-0.0076789341137008995
all_available_unit_beta	M00	measured_residual_module_weight_M00	measured_residual_diagnostic	0.5428994746098068	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.1462759057321613		16	-0.0081985191332342	0.057452217932008	-0.0699484369421926	0.090888706074742	0.5428994746098068	0.0011992458118762	-0.0084038752143259	0.0102317709682681	-0.1462759057321613	1.0	0.0011992458118762865	-0.00840387521432599	0.010231770968268194
all_available_unit_beta	M01	internal_genomic_cpg_density_M01	internal_genomic_proxy	1.88656407415425	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	-0.5741781123512976		21	-0.3117448188641859	-0.0636752082685404	-0.2795223512991518	0.4235234457648272	1.6309226688047955	0.1789970516307354	0.0365609108872062	0.1604956160289432	-0.5741781123512976	1.0	0.17899705163073545	0.03656091088720626	0.16049561602894327
all_available_unit_beta	M01	internal_age_weight_abs_M01	internal_methylation_prior_proxy	0.046376125	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	1.1986863605287157		21	-0.3117448188641859	-0.0636752082685404	-0.2795223512991518	0.4235234457648272	1.6309226688047955	-0.3736842623379947	-0.0763266036553246	-0.3350596299652094	1.1986863605287157	1.0	-0.37368426233799473	-0.07632660365532468	-0.33505962996520944
all_available_unit_beta	M01	measured_residual_module_weight_M01	measured_residual_diagnostic	1.6309226688047955	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	2.0308344928234634		21	-0.3117448188641859	-0.0636752082685404	-0.2795223512991518	0.4235234457648272	1.6309226688047955	-0.6331021311083915	-0.1293138092894696	-0.567663632533435	2.0308344928234634	1.0	-0.6331021311083915	-0.12931380928946964	-0.567663632533435
all_available_unit_beta	M02	internal_genomic_cpg_density_M02	internal_genomic_proxy	5.663068050838871	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	0.4452673432462641		30	0.0309839911569153	0.2007135480187998	-0.1859313267638452	0.2753477698084201	1.5159442960259268	0.0137961594256054	0.0893711882798624	-0.0827891478943903	0.4452673432462641	1.0	0.013796159425605416	0.08937118827986244	-0.08278914789439035
all_available_unit_beta	M02	internal_age_weight_abs_M02	internal_methylation_prior_proxy	0.0261365177333333	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-1.1125305376622892		30	0.0309839911569153	0.2007135480187998	-0.1859313267638452	0.2753477698084201	1.5159442960259268	-0.0344706363407265	-0.223299951493461	0.2068542789328434	-1.1125305376622892	1.0	-0.03447063634072659	-0.22329995149346102	0.20685427893284347
all_available_unit_beta	M02	measured_residual_module_weight_M02	measured_residual_diagnostic	1.5159442960259268	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	1.800765306503324		30	0.0309839911569153	0.2007135480187998	-0.1859313267638452	0.2753477698084201	1.5159442960259268	0.0557948963323788	0.3614379938174436	-0.3348186826284653	1.800765306503324	1.0	0.05579489633237886	0.3614379938174436	-0.33481868262846537
all_available_unit_beta	M03	internal_genomic_cpg_density_M03	internal_genomic_proxy	2.291364556376892	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	-0.4649045581399613		5	-0.0004019823407494	-0.035387958443813	-0.0705802778346977	0.0789559675505685	0.1684932521077122	0.0001868834225061	0.0164520231837961	0.0328130928801358	-0.4649045581399613	1.0	0.00018688342250616717	0.016452023183796193	0.032813092880135834
all_available_unit_beta	M03	internal_age_weight_abs_M03	internal_methylation_prior_proxy	0.0369261126	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.1195632303598161		5	-0.0004019823407494	-0.035387958443813	-0.0705802778346977	0.0789559675505685	0.1684932521077122	-4.80623072075986e-05	-0.0042310986273812	-0.0084388060176097	0.1195632303598161	1.0	-4.80623072075986e-05	-0.004231098627381213	-0.008438806017609784
all_available_unit_beta	M03	measured_residual_module_weight_M03	measured_residual_diagnostic	0.1684932521077122	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.8954544936907923		5	-0.0004019823407494	-0.035387958443813	-0.0705802778346977	0.0789559675505685	0.1684932521077122	0.0003599568934083	0.0316883064110553	0.0632014269530246	-0.8954544936907923	1.0	0.0003599568934083935	0.03168830641105537	0.06320142695302468
all_available_unit_beta	M04	internal_genomic_cpg_density_M04	internal_genomic_proxy	0.821430257948435	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	-0.8617048395143301		10	-0.0176945819967978	0.0011726581924131	-0.0268486449009252	0.032176436911094	0.158611941316062	0.0152475069398238	-0.0010104852394984	0.0231356072455289	-0.8617048395143301	1.0	0.015247506939823803	-0.0010104852394984948	0.023135607245528985
all_available_unit_beta	M04	internal_age_weight_abs_M04	internal_methylation_prior_proxy	0.0439143676	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.9175714541393388		10	-0.0176945819967978	0.0011726581924131	-0.0268486449009252	0.032176436911094	0.158611941316062	-0.0162360433331895	0.0010759976828208	-0.0246355501434126	0.9175714541393388	1.0	-0.016236043333189523	0.0010759976828208968	-0.02463555014341268
all_available_unit_beta	M04	measured_residual_module_weight_M04	measured_residual_diagnostic	0.158611941316062	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.9152267785011162		10	-0.0176945819967978	0.0011726581924131	-0.0268486449009252	0.032176436911094	0.158611941316062	0.0161945552778531	-0.0010732481797251	0.0245725987797941	-0.9152267785011162	1.0	0.0161945552778531	-0.0010732481797251837	0.024572598779794192
all_available_unit_beta	M05	internal_genomic_cpg_density_M05	internal_genomic_proxy	4.106683201705029	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	0.0251302345854371		6	-0.0709520148060098	-0.3247762057329219	-0.516029791698755	0.6138407921733174	1.121745077362747	-0.0017830407763844	-0.0081617022378365	-0.0129679497184639	0.0251302345854371	1.0	-0.0017830407763844325	-0.008161702237836507	-0.012967949718463954
all_available_unit_beta	M05	internal_age_weight_abs_M05	internal_methylation_prior_proxy	0.0337533283333333	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.2427458063136137		6	-0.0709520148060098	-0.3247762057329219	-0.516029791698755	0.6138407921733174	1.121745077362747	0.0172233040436603	0.0788380619321142	0.1252640678677604	-0.2427458063136137	1.0	0.017223304043660306	0.0788380619321142	0.1252640678677604
all_available_unit_beta	M05	measured_residual_module_weight_M05	measured_residual_diagnostic	1.121745077362747	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	1.011981370064275		6	-0.0709520148060098	-0.3247762057329219	-0.516029791698755	0.6138407921733174	1.121745077362747	-0.0718021171522065	-0.3286674696418791	-0.5222125355972885	1.011981370064275	1.0	-0.07180211715220652	-0.32866746964187915	-0.5222125355972885
all_available_unit_beta	M06	internal_genomic_cpg_density_M06	internal_genomic_proxy	1.1437273437778368	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	-0.7747026010605615		23	-0.023293816180393	0.0655179931735613	-0.0910964315804362	0.114602657684828	0.6980463113959128	0.018045779983577	-0.050756959727826	0.0705726424926994	-0.7747026010605615	1.0	0.01804577998357705	-0.050756959727826054	0.07057264249269941
all_available_unit_beta	M06	internal_age_weight_abs_M06	internal_methylation_prior_proxy	0.0366864118260869	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	0.0921911340598202		23	-0.023293816180393	0.0655179931735613	-0.0910964315804362	0.114602657684828	0.6980463113959128	-0.0021474833302514	0.0060401780919941	-0.0083982833362032	0.0921911340598202	1.0	-0.00214748333025142	0.006040178091994175	-0.008398283336203233
all_available_unit_beta	M06	measured_residual_module_weight_M06	measured_residual_diagnostic	0.6980463113959128	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	0.164169490535292		23	-0.023293816180393	0.0655179931735613	-0.0910964315804362	0.114602657684828	0.6980463113959128	-0.0038241339349578	0.0107560555601983	-0.0149552547621433	0.164169490535292	1.0	-0.0038241339349578607	0.010756055560198298	-0.014955254762143298
all_available_unit_beta	M07	internal_genomic_cpg_density_M07	internal_genomic_proxy	2.994335462092399	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	-0.2751416187459157		9	-0.1042632721021358	-0.0244059898099321	-0.0486586294431352	0.117618639965487	0.3396809001439573	0.0286871654619275	0.006715103543401	0.0133880140709418	-0.2751416187459157	1.0	0.028687165461927518	0.006715103543401041	0.013388014070941893
all_available_unit_beta	M07	internal_age_weight_abs_M07	internal_methylation_prior_proxy	0.031140518	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-0.5411098661792189		9	-0.1042632721021358	-0.0244059898099321	-0.0486586294431352	0.117618639965487	0.3396809001439573	0.0564178852145941	0.0132063218800237	0.026329664466439	-0.5411098661792189	1.0	0.05641788521459419	0.013206321880023738	0.026329664466439084
all_available_unit_beta	M07	measured_residual_module_weight_M07	measured_residual_diagnostic	0.3396809001439573	8-cell_to_morula	uses_morula_methylation_residual	Diagnostic upper-bound feature derived from measured correction term, not a valid u_bio predictor.	-0.5529117881377731		9	-0.1042632721021358	-0.0244059898099321	-0.0486586294431352	0.117618639965487	0.3396809001439573	0.0576483922150871	0.0134943594670818	0.0269039298137371	-0.5529117881377731	1.0	0.0576483922150871	0.013494359467081826	0.026903929813737175
all_available_unit_beta	M08	internal_genomic_cpg_density_M08	internal_genomic_proxy	1.8286456786623229	static	non_morula_methylation_but_not_external_omics	Mean CpG density of residual DMRs in this module; useful as a genomic covariate, not a biological activity signal.	-0.589812848987159		7	-0.0714679361606645	0.0172513731017562	-0.0800353954263481	0.1086781500303199	0.5664617239942059	0.0421527070381539	-0.0101750815180872	0.0472059045962282	-0.589812848987159	1.0	0.042152707038153936	-0.010175081518087267	0.04720590459622821
all_available_unit_beta	M08	internal_age_weight_abs_M08	internal_methylation_prior_proxy	0.017850149	static	internal_methylation_prior_not_external_omics	Mean absolute age-DMR weight; not a non-leaking external biological control.	-2.0587739696019502		7	-0.0714679361606645	0.0172513731017562	-0.0800353954263481	0.1086781500303199	0.5664617239942059	0.14713632662875	-0.0355166778817869	0.1647747887505644	-2.0587739696019502	1.0	0.14713632662875004	-0.035516677881786925	0.16477478875056445
