bootstrap	center_PC1	center_PC2	center_PC3
336	-3.164757372600883	-0.2669180036227916	-2.7590291199898416
337	-2.7629798102188854	-0.6592290158093534	-2.8027630074118104
338	-3.465012082225207	-0.2774950596759844	-2.8350025002400505
339	-3.019706686129872	-0.22076876138947982	-2.8198138874426917
340	-2.877590045485677	-0.2544744502024298	-2.509833160169109
341	-3.102928979776788	-0.15500219061498344	-2.9874077400155605
342	-3.022898802951618	0.6075469604080281	-2.961397921723698
343	-3.1358821936839627	0.08252049050614134	-2.6853938865308296
344	-3.128784370355979	-0.3928933612974408	-2.792977030741526
345	-2.9767655916280784	-0.4846365097870752	-2.814030511689967
346	-3.0989091374046436	0.18571944265895216	-2.6619364113719097
347	-3.229963533816488	0.2749319193974523	-2.980338015987922
348	-3.3388805310100893	0.4155192328086813	-2.706440462154338
349	-3.0396480477791	-0.49662123497326616	-2.9320250975060724
350	-3.1256984867698288	0.4205433000737704	-2.726249067832047
351	-3.3008438715723707	0.18026301267010308	-2.9752184255984866
352	-3.0365283503825196	-0.24221631815754835	-2.9946871104897124
353	-3.126655943391321	-0.41097259391703733	-2.7628219314795865
354	-2.920026699708241	-0.2881700178709398	-2.9923007283507026
355	-3.0400633394788086	-0.47650735303132835	-2.762086192817074
356	-3.1514647287694992	-0.09479730473285433	-2.838563646297883
357	-3.1692370809624966	-0.4488010378927057	-2.761188900074558
358	-3.5288042231832666	-0.13727241685062136	-2.702521783238554
359	-2.987872496848876	0.07036273623598098	-3.055901364099738
360	-3.040756225227261	-0.01944134561979336	-2.4864170150330684
361	-3.215421548558252	-0.18863388512106594	-2.6403401255341032
362	-3.052200034047577	-0.1420846792723765	-2.841111582516895
363	-3.1297183291419737	0.07982166679983484	-3.0517203964756976
364	-3.14886966713423	0.22724458124255242	-2.8428992626769927
365	-3.3494997251060137	-0.13231604172342626	-2.9140041719884615
366	-3.1468721051898343	-0.5839256191461122	-2.8763913355458897
367	-3.1651280900108314	-0.38552883874293753	-2.7424628591707783
368	-3.3292835633075004	0.040636983505648594	-2.800434767922158
369	-3.243061676804936	-0.1435086107287884	-2.783132768440582
370	-3.2133559144885986	0.165702119516269	-3.049375344359567
371	-2.785780273173338	-0.7339168995204255	-2.93597946307582
372	-3.3906115076505534	-0.2901894554626495	-2.7359368394306083
373	-2.8749058352708867	-0.20988199835119054	-2.8209140642880897
