module_id	TF	motif_database	motif_id	log_odds_ratio	pvalue	motif_hit_count	foreground_nonhit_count	background_hit_count	background_nonhit_count	threshold	n_matched_background_sets	qvalue	motif_score_signed_logq	motif_score_mode	delta_8cell_to_morula	delta_8cell_to_morula_zscore	tf_activity
M10	TEAD4	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA0809.3	0.7036069972197753	1.0000000000000149	0	3	2	28	6.144426747984486	10	1.0	0.7036069972197753	log_odds_ratio_fallback	2.5603584036200524	2.757404784164524	1.9401293003054434
M02	TEAD4	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA0809.3	-1.912815429565624	1.000000000000212	0	30	17	283	12.214599584454348	10	1.0	-1.912815429565624	log_odds_ratio_fallback	2.5603584036200524	2.757404784164524	-5.274406416707971
M10	PRDM14	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA1998.2	2.773996325111173	0.2558651026393028	1	2	2	28	7.028951607754595	10	1.0	2.773996325111173	log_odds_ratio_fallback	3.242950131769906	3.478579352568206	9.649566340631807
M12	PRDM14	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA1998.2	0.7749334443652268	0.9999999999999792	0	4	2	38	7.71087874809631	10	1.0	0.7749334443652268	log_odds_ratio_fallback	3.242950131769906	3.478579352568206	2.6956674791834407
M05	PRDM14	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA1998.2	0.3376954107456789	1.000000000000008	0	6	3	57	10.609542221057398	10	1.0	0.3376954107456789	log_odds_ratio_fallback	3.242950131769906	3.478579352568206	1.174700283276958
M01	PRDM14	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA1998.2	-1.4371257473338648	1.000000000000059	0	21	12	198	10.778219250852285	10	1.0	-1.4371257473338648	log_odds_ratio_fallback	3.242950131769906	3.478579352568206	-4.999155951719735
M02	PRDM14	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA1998.2	-1.7275867125869186	1.0000000000001814	0	30	15	285	10.6122214765888	10	1.0	-1.7275867125869186	log_odds_ratio_fallback	3.242950131769906	3.478579352568206	-6.009547468176039
M05	DUX4	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA0468.1	2.16366601097063	0.3234057609057598	1	5	3	57	9.46151928083084	10	1.0	2.16366601097063	log_odds_ratio_fallback	-0.0011093388019783415	0.051152543710153944	0.11067702020034957
M01	DUX4	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA0468.1	0.3440934762684055	0.6906648465160483	1	20	11	199	10.802775456424628	10	1.0	0.3440934762684055	log_odds_ratio_fallback	-0.0011093388019783415	0.051152543710153944	0.01760125658519843
M12	DUX4	JASPAR2024_CORE_vertebrates_PWM_matched_bg_q0.95	MA0468.1	0.7749334443652268	0.9999999999999792	0	4	2	38	3.666200781414133	10	1.0	0.7749334443652268	log_odds_ratio_fallback	-0.0011093388019783415	0.051152543710153944	0.03963981688535242
