sample_id	stage	A_raw	n_age_regions_used	Hm_raw	rna_stage	Hr_raw	P_raw	A	P	Hm	Hr	stage_order
GSM2986349	2-cell	0.1434157982250099	118	0.0397420271656715	2-cell	7.071783589662608	0.5177727655355593	0.36899299534639346	0.5757513330074346	0.5354275165010678	0.34641832657044236	2
GSM2986350	2-cell	0.22015226041393915	125	0.0418763396245351	2-cell	7.071783589662608	0.5177727655355593	0.5664274299472005	0.5757513330074346	0.5661993597721663	0.34641832657044236	2
GSM2986351	2-cell	0.21792487963998453	109	0.0296155492841798	2-cell	7.071783589662608	0.5177727655355593	0.5606966254352108	0.5757513330074346	0.3894271551371918	0.34641832657044236	2
GSM2986352	2-cell	0.23866995390869458	101	0.0337362422264701	2-cell	7.071783589662608	0.5177727655355593	0.6140714083240866	0.5757513330074346	0.4488380051567777	0.34641832657044236	2
GSM2986353	2-cell	0.2692379723066191	119	0.0387040065017689	2-cell	7.071783589662608	0.5177727655355593	0.6927195406083502	0.5757513330074346	0.520461662251789	0.34641832657044236	2
GSM2986354	2-cell	0.2557354984750531	136	0.0616909465547013	2-cell	7.071783589662608	0.5177727655355593	0.6579791680318304	0.5757513330074346	0.851880107406533	0.34641832657044236	2
GSM2986355	2-cell	0.13447806944339658	84	0.0230844958793394	2-cell	7.071783589662608	0.5177727655355593	0.34599720718680105	0.5757513330074346	0.29526448887232376	0.34641832657044236	2
GSM2986356	2-cell	0.1724926227356902	110	0.0304485312311974	2-cell	7.071783589662608	0.5177727655355593	0.44380445059851303	0.5757513330074346	0.40143682589314467	0.34641832657044236	2
GSM2986357	2-cell	0.20197962924355595	108	0.0354226701543219	2-cell	7.071783589662608	0.5177727655355593	0.5196712587870028	0.5757513330074346	0.473152390648155	0.34641832657044236	2
GSM2986358	2-cell	0.18981661850848497	129	0.0498660875818108	2-cell	7.071783589662608	0.5177727655355593	0.4883771766906727	0.5757513330074346	0.6813930236126394	0.34641832657044236	2
GSM2986359	2-cell	0.16844628435068074	125	0.0423652103564883	2-cell	7.071783589662608	0.5177727655355593	0.4333936692247121	0.5757513330074346	0.5732477436585166	0.34641832657044236	2
GSM2481536	4-cell	0.19003974696951806	82	0.019246725544581	4-cell	7.209825156128907	0.4028776928668116	0.4889512615558175	0.16138034896359035	0.23993272769498625	0.5851144881755997	3
GSM2481537	4-cell	0.10979580389794204	89	0.0199609806693696	4-cell	7.209825156128907	0.4028776928668116	0.28249246636833725	0.16138034896359035	0.2502306326077825	0.5851144881755997	3
GSM2481538	4-cell	0.13164053970555273	84	0.0248571762656552	4-cell	7.209825156128907	0.4028776928668116	0.33869655683788513	0.16138034896359035	0.32082243508161695	0.5851144881755997	3
GSM2481539	4-cell	0.16405289245449112	95	0.0234580191534079	4-cell	7.209825156128907	0.4028776928668116	0.42208995753067596	0.16138034896359035	0.3006498295238343	0.5851144881755997	3
GSM2481540	4-cell	0.14113884099630666	98	0.0255541008557836	4-cell	7.209825156128907	0.4028776928668116	0.36313463609662205	0.16138034896359035	0.33087047381659407	0.5851144881755997	3
GSM2481541	4-cell	0.19064279840443762	94	0.0234158141637101	4-cell	7.209825156128907	0.4028776928668116	0.4905028462352807	0.16138034896359035	0.30004133130566313	0.5851144881755997	3
GSM2481542	4-cell	0.13768774246831014	104	0.0240794034228437	4-cell	7.209825156128907	0.4028776928668116	0.35425534107583895	0.16138034896359035	0.3096087517616707	0.5851144881755997	3
GSM2481543	4-cell	0.13424652608863194	96	0.0197953146422932	4-cell	7.209825156128907	0.4028776928668116	0.34540147173028524	0.16138034896359035	0.24784211212692708	0.5851144881755997	3
