cluster_name	acc_2-cell_mean	acc_2-cell_max	acc_4-cell_mean	acc_4-cell_max	acc_8-cell_mean	acc_8-cell_max	acc_morula_mean	acc_morula_max	n_overlapping_peaks	meth_2_cell	meth_4_cell	meth_8_cell	meth_morula	meth_blastocyst	basin_residual_rank	observed_minus_strict_pred_delta_beta	latent_residual_delta_beta	module_id	curvature	is_inverted_u	is_u_shape
cluster_4064	-0.048962591761904775	1.405837802	0.34947317269047623	1.858170159	0.32014818740476186	2.143971764	0.07319323619047613	1.976177952	42	0.0631042786703164	0.056278398253319886	0.04003923240833735	0.0	0.0475	108	-0.045131758085947014	-0.009863487855521524	M06	0.0875392324083373	False	True
cluster_4084	-0.05995806153488372	1.405837802	0.36249340106976746	1.858170159	0.280076323116279	2.143971764	0.08775926983720926	1.976177952	43	0.07940544023436025	0.1294952345105325	0.1229698055820157	0.09347943722943723	0.16219298245614036	76	-0.0480538567461459	-0.01955094844231297	M04	0.0982039135792816	False	True
cluster_4141	-0.021671916927272748	1.405837802	0.29694586438181814	1.968711191	0.24426450460000002	2.143971764	0.07451343352727277	1.976177952	55	0.3792513368983957	0.0	0.4925925925925925	0.0	0.0	7	-0.3230115427412089	-0.13453149715980126	M05	0.4925925925925925	False	False
cluster_4364	-0.24015084666666675	0.8758479579999999	-0.7373497749999999	0.327563331	-0.27543466866666666	0.368599605	-0.4038656483333333	0.278580475	3	0.08905753968253967	0.106452581689451	0.2263080271735733	0.0	0.07060041407867494	51	-0.17050264874867835	0.028761783519538973	M04	0.2969084412522482	False	True
cluster_4373	-0.24015084666666675	0.8758479579999999	-0.7373497749999999	0.327563331	-0.27543466866666666	0.368599605	-0.4038656483333333	0.278580475	3	0.825	0.11333333333333336	0.4720105820105821	0.0	0.5	6	-0.43386433690932297	-0.13619483090728782	M01	0.972010582010582	False	True
cluster_4404	-0.29532831460000003	0.8758479579999999	-0.2763414501999999	1.126468598	0.1649511072	1.752077872	0.015064603600000014	0.939345698	5	0.3182500601250601	0.36508768734016256	0.4645995667350346	0.2333333333333333	0.15657894736842107	15	-0.15963651142287255	-0.09722469353806078	M01	0.1545118474367889	False	False
cluster_4420	-0.49628478899999995	0.8758479579999999	0.01964750911111117	1.126468598	0.13601551166666667	1.752077872	0.3146190316666667	1.962360609	9	0.046629247945037415	0.07118357487922705	0.06653038319704986	0.0	0.02	118	-0.06656773147564758	0.007880065346001176	M06	0.08653038319704981	False	True
cluster_4449	-0.4686882144545454	0.8758479579999999	-0.05916789854545454	1.126468598	0.2617413362727273	1.752077872	0.26922970063636364	1.962360609	11	0.0	0.0	0.022222222222222227	0.0	0.2533333333333333	78	-0.02964753954084175	0.018910067452266505	M13	0.2755555555555555	False	True
cluster_4532	-0.39334110953846146	0.8758479579999999	0.04617716146153848	1.564402465	0.3927008373846154	2.028682265	0.10158976730769234	1.962360609	13	0.15797619047619044	0.08508130081300813	0.05542087542087543	1.0	0.3	57	0.8219627057393586	0.02555737957017126	M13	-1.6445791245791246	True	False
cluster_4538	-0.39334110953846146	0.8758479579999999	0.04617716146153848	1.564402465	0.3927008373846154	2.028682265	0.10158976730769234	1.962360609	13	0.35	0.04	1.0	1.0	0.325	96	0.34900070450592824	-0.012119631552459195	M01	-0.675	False	False
cluster_4551	-0.39334110953846146	0.8758479579999999	0.04617716146153848	1.564402465	0.3927008373846154	2.028682265	0.10158976730769234	1.962360609	13	0.05	0.04	0.007407407407407406	0.0	0.125	105	-0.0328868495863773	0.010511701306455212	M00	0.1324074074074074	False	True
cluster_4593	-0.2738851637777777	0.994595783	-0.026983825944444435	1.564402465	0.4687212388888889	2.028682265	0.12032015844444446	1.962360609	18	0.0969298245614035	0.11241212121212124	0.054678362573099416	0.0	0.028571428571428567	112	-0.07895997937193752	-0.00897483542457587	M06	0.08324979114452791	False	True
cluster_4605	-0.2514046176315789	0.994595783	0.12957938052631582	2.01438898	0.44258665336842107	2.028682265	0.10468495178947371	1.962360609	19	0.4457142857142856	0.128	0.35000000000000003	0.45	0.36	9	0.06658549947794262	-0.12455720559417552	M01	-0.19000000000000009	True	False
