particle_id	stage	A	Hm	P	Hr	to_stage	vA	vHm	vP	vHr
MII_oocyte:0070	MII oocyte	0.4296216374789947	0.1024928208251439	0.3301224893014873	0.7095020837447127	zygote/PN	0.10706768497873492	0.045401803885675066	0.0679201080594044	-0.013693419833557208
MII_oocyte:0071	MII oocyte	0.4296216374789947	0.1024928208251439	0.3606560991269658	0.7099377008908028	zygote/PN	0.10706768497873514	0.04540180388567504	0.037407804784466314	-0.01415461385534822
MII_oocyte:0072	MII oocyte	1.0	0.5357377969252679	0.3163801439601027	0.694639604700115	zygote/PN	-0.18386321731878474	-0.3041945448395257	0.08166546165883376	0.001159347032032465
MII_oocyte:0073	MII oocyte	1.0	0.5357377969252679	0.3301224893014873	0.7095020837447127	zygote/PN	-0.18386321731878474	-0.3041945448395257	0.06792010805940452	-0.013693419833557208
MII_oocyte:0074	MII oocyte	1.0	0.5357377969252679	0.3606560991269658	0.7099377008908028	zygote/PN	-0.18386321731878486	-0.30419454483952574	0.0374078047844662	-0.014154613855348441
MII_oocyte:0075	MII oocyte	0.526978125415345	0.0815170256603684	0.3163801439601027	0.694639604700115	zygote/PN	0.15329309811791947	0.09086352238091085	0.08166546165883387	0.001159347032032465
MII_oocyte:0076	MII oocyte	0.526978125415345	0.0815170256603684	0.3301224893014873	0.7095020837447127	zygote/PN	0.1532930981179197	0.09086352238091087	0.06792010805940457	-0.013693419833556875
MII_oocyte:0077	MII oocyte	0.526978125415345	0.0815170256603684	0.3606560991269658	0.7099377008908028	zygote/PN	0.15329309811791947	0.09086352238091087	0.037407804784466314	-0.01415461385534833
MII_oocyte:0078	MII oocyte	0.5262493446740144	0.0497218347820106	0.3163801439601027	0.694639604700115	zygote/PN	0.15096675311300856	0.11817400471282032	0.08166546165883387	0.001159347032032465
MII_oocyte:0079	MII oocyte	0.5262493446740144	0.0497218347820106	0.3301224893014873	0.7095020837447127	zygote/PN	0.15096675311300867	0.11817400471282029	0.0679201080594044	-0.013693419833557097
MII_oocyte:0080	MII oocyte	0.5262493446740144	0.0497218347820106	0.3606560991269658	0.7099377008908028	zygote/PN	0.15096675311300856	0.11817400471282023	0.0374078047844662	-0.014154613855348441
MII_oocyte:0081	MII oocyte	0.2347322457280206	0.0437002700232358	0.3163801439601027	0.694639604700115	zygote/PN	0.016914405166084	0.0385380894518966	0.08166546165883387	0.001159347032032465
MII_oocyte:0082	MII oocyte	0.2347322457280206	0.0437002700232358	0.3301224893014873	0.7095020837447127	zygote/PN	0.016914405166084	0.038538089451896615	0.0679201080594044	-0.013693419833556986
MII_oocyte:0083	MII oocyte	0.2347322457280206	0.0437002700232358	0.3606560991269658	0.7099377008908028	zygote/PN	0.016914405166084057	0.038538089451896615	0.03740780478446637	-0.01415461385534833
MII_oocyte:0084	MII oocyte	0.3494738924667265	0.0571804954891224	0.3163801439601027	0.694639604700115	zygote/PN	0.015606609056612597	0.04824836755810804	0.08166546165883382	0.001159347032032354
MII_oocyte:0085	MII oocyte	0.3494738924667265	0.0571804954891224	0.3301224893014873	0.7095020837447127	zygote/PN	0.015606609056612653	0.04824836755810801	0.06792010805940446	-0.013693419833556764
MII_oocyte:0086	MII oocyte	0.3494738924667265	0.0571804954891224	0.3606560991269658	0.7099377008908028	zygote/PN	0.015606609056612653	0.04824836755810807	0.03740780478446637	-0.014154613855348441
MII_oocyte:0087	MII oocyte	0.2113203151347875	0.0568511241725213	0.3163801439601027	0.694639604700115	zygote/PN	0.02755136212383466	0.023832285057248263	0.08166546165883387	0.001159347032032354
