gene	tt2iLGo_A485_effect	tt2iLGo_A485_abs_effect	tt2iLGo_A485_p	TSC_A485_effect	TSC_A485_abs_effect	TSC_A485_p	tt2iLGo_dmAKG_effect	tt2iLGo_dmAKG_abs_effect	tt2iLGo_dmAKG_p	TSC_dmAKG_effect	TSC_dmAKG_abs_effect	TSC_dmAKG_p	A485_mean_abs_effect	dmAKG_mean_abs_effect	max_abs_effect	mean_abs_effect_all	mean_logcpm	n_human_dmr	age_weight_5yr	contribution_8cell_to_morula	weight_norm_matched	is_csb
FABP3P2	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FABP4	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FABP5	-1.1405794096418642	1.1405794096418642	0.04411338162835548	0.9971179659157983	0.9971179659157983	0.23734907581314704	-0.26346487667442986	0.26346487667442986	0.7489817586275592	1.953459761092546	1.953459761092546	0.0331706785914921	1.0688486877788312	1.108462318883488	1.953459761092546	1.2121989687256434	9.490542876177143					False
FABP5P1	-0.18333528074130903	0.18333528074130903	0.49999999999999956	0.5207997786601597	0.5207997786601597	0.1133247785665521	-0.011787376593785925	0.011787376593785925	0.9730716691359573	0.9758508917843971	0.9758508917843971	0.3335591190167275	0.35206752970073435	0.4938191341890915	0.9758508917843971	0.5019301262076964	0.5055208549170426					False
FABP5P10	0.0	0.0		-0.2731160337190027	0.2731160337190027	0.49999999999999956	0.0	0.0		0.0	0.0		0.13655801685950136	0.0	0.2731160337190027	0.09754144061392954	0.03413950421487534					False
FABP5P11	0.0	0.0		0.14047982526676206	0.14047982526676206	0.49999999999999956	0.3279572246430296	0.3279572246430296	0.04453448005787044	0.2688070258077246	0.2688070258077246	0.2825111174177102	0.07023991263338103	0.2983821252253771	0.3279572246430296	0.20483190545990057	0.1265386070808101					False
FABP5P12	0.0	0.0		0.15869807075848913	0.15869807075848913	0.49999999999999956	0.0	0.0		0.0	0.0		0.07934903537924456	0.0	0.15869807075848913	0.05667788241374611	0.01983725884481114					False
FABP5P13	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FABP5P14	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FABP5P15	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FABP5P2	0.0	0.0		0.4167084792884474	0.4167084792884474	0.1489443656743169	0.0	0.0		-0.26765920939050397	0.26765920939050397	0.01760944754076449	0.2083542396442237	0.13382960469525199	0.4167084792884474	0.20618000175812495	0.08554596108486892					False
FABP5P3	-0.31623642777191985	0.31623642777191985	0.47130276260813897	-0.2640939992589877	0.2640939992589877	0.3166352795635067	0.12439512456119212	0.12439512456119212	0.785723571350604	0.14235020416662506	0.14235020416662506	0.49999999999999956	0.29016521351545377	0.1333726643639086	0.31623642777191985	0.22669286591571527	0.3012550951804753					False
FABP5P4	0.0	0.0		0.0	0.0		0.0	0.0		0.14235020416662506	0.14235020416662506	0.49999999999999956	0.0	0.07117510208331253	0.14235020416662506	0.05083935863093752	0.017793775520828132					False
FABP5P5	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FABP5P6	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FABP5P7	-1.4618146162336254	1.4618146162336254	0.0827460610690808	0.9514184767350358	0.9514184767350358	0.32409125464293675	-1.3187752952108278	1.3187752952108278	0.2585542382208494	1.5402976589276482	1.5402976589276482	0.018359235120105333	1.2066165464843306	1.429536477069238	1.5402976589276482	1.3498223899411934	3.180622768487049					False
FABP5P8	0.0	0.0		0.0	0.0		0.0	0.0		0.1440042189485161	0.1440042189485161	0.49999999999999956	0.0	0.07200210947425804	0.1440042189485161	0.05143007819589861	0.01800052736856451					False
FABP5P9	0.37449297661554026	0.37449297661554026	0.36446391091957275	0.54410538337945	0.54410538337945	0.1186840843768474	-0.011787376593785925	0.011787376593785925	0.9730716691359573	0.9198783583964814	0.9198783583964814	0.30298539563138827	0.45929917999749514	0.46583286749513364	0.9198783583964814	0.5278963572677668	0.8909108124415421					False
FABP6	0.03200646406697372	0.03200646406697372	0.8960158573319574	-0.06400378222403047	0.06400378222403047	0.8090536456209685	-0.500927756268343	0.500927756268343	0.3458241751972395	-0.3255260098490762	0.3255260098490762	0.0012832777945847435	0.04800512314550209	0.4132268830587096	0.500927756268343	0.2692319678401397	2.170043583233901					False
FABP6-AS1	-0.3451909405345593	0.3451909405345593	0.03956286707123947	0.0	0.0		0.0	0.0		0.22565296924766431	0.22565296924766431	0.6467122644369424	0.17259547026727964	0.11282648462383216	0.3451909405345593	0.17163668645827065	0.10573858633889853					False
FABP7	0.386281799422064	0.386281799422064	0.20934196851602735	2.531709282272188	2.531709282272188	0.11037294687843972	0.20306511382212555	0.20306511382212555	0.4579522345560554	2.560018237099559	2.560018237099559	0.0409696047455534	1.458995540847126	1.3815416754608423	2.560018237099559	1.5830899837176378	6.585914479135508					False
FABP7P1	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FABP7P2	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FABP9	0.0	0.0		0.0	0.0		0.0	0.0		-0.13012681892602163	0.13012681892602163	0.49999999999999956	0.0	0.06506340946301081	0.13012681892602163	0.04647386390215058	0.016265852365752703					False
FADD	0.3901707935580898	0.3901707935580898	0.08832168078534476	-0.0501759842314371	0.0501759842314371	0.5391352696051799	0.4202646403001715	0.4202646403001715	0.041577567347577234	-0.21123562360721415	0.21123562360721415	0.054771575270690286	0.22017338889476346	0.31575013195369284	0.4202646403001715	0.28971931469222006	7.908832503067796					False
FADS1	0.6664606366834391	0.6664606366834391	0.15559536364558121	0.12133603319431607	0.12133603319431607	0.24539261544079638	-0.5003543910147084	0.5003543910147084	0.22189696307014808	0.4003723590644199	0.4003723590644199	0.13275237896198963	0.3938983349388776	0.45036337503956414	0.6664606366834391	0.45703510951696635	9.428146356696786					False
FADS2	0.34413980740210093	0.34413980740210093	0.18037753920422206	0.503778146996833	0.503778146996833	0.07899201085702802	-0.27412779777012375	0.27412779777012375	0.2793029078990516	0.5964559332803141	0.5964559332803141	0.12907811429323096	0.42395897719946696	0.4352918655252189	0.5964559332803141	0.4534583516363388	10.766377499032274					False
FADS2B	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FADS3	0.1047084256514541	0.1047084256514541	0.3764908966720325	-0.3468346765508308	0.3468346765508308	0.23833960739937804	0.0011889423512840835	0.0011889423512840835	0.9953957672033732	-0.5915496271052945	0.5915496271052945	0.029927013626176717	0.22577155110114244	0.2963692847282893	0.5915496271052945	0.30828173351336996	9.061290764957604					False
FADS6	0.9721600034166071	0.9721600034166071	0.2691341939026394	-0.9036947797299968	0.9036947797299968	0.08497904075102258	-0.5306065240454383	0.5306065240454383	0.22200745126877192	-0.0803018747807509	0.0803018747807509	0.8942152586150491	0.937927391573302	0.3054541994130946	0.9721600034166071	0.6717578251965425	1.4357564232332949					False
FAF1	-0.33041936551173734	0.33041936551173734	0.18609365649048618	-0.1245372975729726	0.1245372975729726	0.12271574584025823	0.25143352810139774	0.25143352810139774	0.35670840950973515	-0.098265471641108	0.098265471641108	0.3562512402066745	0.22747833154235497	0.17484949987125287	0.33041936551173734	0.21962897996465156	9.113170539244809					False
FAF1-AS1	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FAF2	0.4725950746255787	0.4725950746255787	0.11224336447047036	0.017663326458247752	0.017663326458247752	0.2728879282125809	0.013867697537151003	0.013867697537151003	0.9383860602645449	-0.05026305864727121	0.05026305864727121	0.21076019204063293	0.24512920054191323	0.032065378092211105	0.4725950746255787	0.18631125864685025	9.168639762944556					False
FAF2P1	0.1484261111177876	0.1484261111177876	0.49999999999999956	0.0	0.0		-0.13399066018968947	0.13399066018968947	0.49999999999999956	-0.13753239046448235	0.13753239046448235	0.49999999999999956	0.0742130555588938	0.1357615253270859	0.1484261111177876	0.11119283625367525	0.052493645221494925					False
FAH	0.4113687643180608	0.4113687643180608	0.026632104431992824	0.09370142114778712	0.09370142114778712	0.2665567950250639	0.526781210474816	0.526781210474816	0.3040530553693359	0.22483108101011506	0.22483108101011506	0.08044391792078605	0.25253509273292396	0.3758061457424655	0.526781210474816	0.34454356084299775	7.147546350251468					False
FAHD1	0.03239118666277463	0.03239118666277463	0.6218793485185308	-0.25912396022290096	0.25912396022290096	0.052460015140005554	0.24255855611472654	0.24255855611472654	0.41375919186314114	-0.1883856826967083	0.1883856826967083	0.07816705003133088	0.1457575734428378	0.21547211940571742	0.25912396022290096	0.19183043410979522	7.074707848518702					False
FAHD2A	0.7335791429303402	0.7335791429303402	0.005938667710695912	-0.36446793715757586	0.36446793715757586	0.185639628758997	0.42527178678700395	0.42527178678700395	0.2774943600608652	-0.2416539734133476	0.2416539734133476	0.09625869403682613	0.549023540043958	0.3334628801001758	0.7335791429303402	0.48300548619467737	7.09933789092337					False
FAHD2B	1.0644012584495623	1.0644012584495623	0.04531237918039428	-0.5477702635629758	0.5477702635629758	0.0778324878651408	-0.10679157060633848	0.10679157060633848	0.8531109872561595	-0.5913540647132818	0.5913540647132818	0.010152585743068779	0.806085761006269	0.34907281765981013	1.0644012584495623	0.6471252849211143	6.026469515471289					False
FAHD2CP	0.9236777614983689	0.9236777614983689	0.26547024248033296	-0.6700219861059771	0.6700219861059771	0.3013052904744727	0.07278729126248296	0.07278729126248296	0.8995889137624135	-1.0882032579319265	1.0882032579319265	0.13344699017165804	0.796849873802173	0.5804952745972047	1.0882032579319265	0.745748386161437	3.304832747922495					False
FAHD2P1	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FAIM	0.8438641874290003	0.8438641874290003	0.026289073582935536	0.16512424893954147	0.16512424893954147	0.21786982656326057	0.2966566992112645	0.2966566992112645	0.40966957931323983	0.06560619362292197	0.06560619362292197	0.6493340482615847	0.5044942181842709	0.18113144641709322	0.8438641874290003	0.4143915973190132	6.144076812578946					False
FAIM2	-0.4753697055320225	0.4753697055320225	0.17628548815883124	-1.9653686783554005	1.9653686783554005	0.09904648249829387	-0.1913225261862216	0.1913225261862216	0.7156132424769077	-1.5184716666939944	1.5184716666939944	0.14008267939489105	1.2203691919437114	0.8548970964401079	1.9653686783554005	1.1701667919295513	0.9690730085719583					False
FALEC	0.24988980088756974	0.24988980088756974	0.706074860867748	0.5733526866968596	0.5733526866968596	0.27500114633305645	0.46576039064500696	0.46576039064500696	0.2737115173721272	-0.483363827782618	0.483363827782618	0.21283081269149895	0.41162124379221465	0.4745621092138125	0.5733526866968596	0.4617003922449916	0.6084124696341117					False
FAM106A	-0.34441591285301376	0.34441591285301376	0.48086042049474487	-0.6924195489454079	0.6924195489454079	0.09798013145655021	0.05043707296210531	0.05043707296210531	0.9083453938942098	-0.2507016294756199	0.2507016294756199	0.22810435230744386	0.5184177308992108	0.1505693512188626	0.6924195489454079	0.38562582789994687	2.8329074697222203					False
FAM106B	0.3803279592294341	0.3803279592294341	0.256139427276279	-0.34143068181518565	0.34143068181518565	0.5044089248266403	0.1855111908732392	0.1855111908732392	0.6138481237525384	-0.727363502724673	0.727363502724673	0.018666737955437062	0.36087932052230987	0.4564373467989561	0.727363502724673	0.45418764352692437	0.6068814696645485					False
FAM106C	0.10782720448658356	0.10782720448658356	0.8408310063687224	-0.39539044253473987	0.39539044253473987	0.18586205304545494	0.3114300043685174	0.3114300043685174	0.37906276049724075	0.09666595877762685	0.09666595877762685	0.8322361166230215	0.2516088235106617	0.20404798157307213	0.39539044253473987	0.25176583682656306	0.7816253048092442					False
FAM107A	-1.01675236852813	1.01675236852813	0.06026221306396795	-0.7283300137482098	0.7283300137482098	0.14458997752309463	-1.0817326948072596	1.0817326948072596	0.28128336132289716	-0.601597066409207	0.601597066409207	0.38075028425352464	0.8725411911381699	0.8416648806082333	1.0817326948072596	0.8891929871494956	1.3791623077923207					False
FAM107B	0.057756574932348315	0.057756574932348315	0.478389012461094	-0.212433849769047	0.212433849769047	0.2549057958933848	-0.003250383499985965	0.003250383499985965	0.99541036072417	-0.031785298666460626	0.031785298666460626	0.7471398747464361	0.13509521235069766	0.017517841083223296	0.212433849769047	0.09575328715297284	7.720716675203228					False
FAM110A	0.5606382970492954	0.5606382970492954	0.022302989058671365	0.9549793406506382	0.9549793406506382	0.03488658893063527	-0.20812887321193863	0.20812887321193863	0.4375832411166709	1.1146890838306778	1.1146890838306778	0.12085904886688525	0.7578088188499668	0.6614089785213082	1.1146890838306778	0.7674774965635004	5.998743070414289					False
FAM110B	0.07013519345840535	0.07013519345840535	0.7740528231648376	0.6388776997022481	0.6388776997022481	0.2841317161491339	-0.013854332509165346	0.013854332509165346	0.8691798549795265	0.4640090961954364	0.4640090961954364	0.08947416900518713	0.3545064465803267	0.23893171435230087	0.6388776997022481	0.3455988832143044	5.020082323262989					False
FAM110C	-0.3451909405345593	0.3451909405345593	0.03956286707123947	0.0	0.0		0.0	0.0		0.15622760418911952	0.15622760418911952	0.4421090369752808	0.17259547026727964	0.07811380209455976	0.3451909405345593	0.1567598225171539	0.09520902282196525					False
FAM110D	0.2061554871411886	0.2061554871411886	0.5700983412321847	0.7378798835552769	0.7378798835552769	0.3301377939785744	0.0602814109075438	0.0602814109075438	0.9013290345328849	-0.18370838798953337	0.18370838798953337	0.34087127221117486	0.47201768534823274	0.12199489944853859	0.7378798835552769	0.3599882339922273	0.9325335843855456					False
FAM111A	0.5245256340771988	0.5245256340771988	0.26160188335352513	0.4806696958250757	0.4806696958250757	0.5544632531591596	0.2514020466201322	0.2514020466201322	0.6315957416098049	0.4433493095083758	0.4433493095083758	0.3637286278020974	0.5025976649511372	0.347375678064254	0.5245256340771988	0.4392065233033389	0.6714479016409841					False
FAM111A-DT	-0.18333528074130903	0.18333528074130903	0.49999999999999956	-0.2731160337190027	0.2731160337190027	0.49999999999999956	0.0	0.0		0.28635442311514114	0.28635442311514114	0.0036771452397588475	0.22822565723015587	0.14317721155757057	0.28635442311514114	0.2000804327826172	0.09285071719693161					False
FAM111B	-0.4512739579249416	0.4512739579249416	0.07233250420575442	-0.6012970618518105	0.6012970618518105	0.17401777147479647	-0.7563798091816913	0.7563798091816913	0.04670052180910561	-0.7903112080383936	0.7903112080383936	0.05837592858599624	0.5262855098883761	0.7733455086100425	0.7903112080383936	0.6698863233619499	4.952941622855011					False
FAM114A1	0.08744229630899136	0.08744229630899136	0.20669452263479576	-0.2461796499191795	0.2461796499191795	0.2995490919482958	-0.6960650518454257	0.6960650518454257	0.24124491991458502	0.04892705288381727	0.04892705288381727	0.7271364412094783	0.16681097311408544	0.37249605236462147	0.6960650518454257	0.33056944689736373	4.018587870999512					False
FAM114A2	0.6130440180162893	0.6130440180162893	0.11178614112972741	-0.10758444762541686	0.10758444762541686	0.22530018825102535	-0.017585979363276216	0.017585979363276216	0.9009645267328267	-0.10212520823316851	0.10212520823316851	0.5109822320367343	0.36031423282085306	0.05985559379822236	0.6130440180162893	0.2676504996962165	7.073320785123483					False
FAM117A	0.5351473515586331	0.5351473515586331	0.2328660049080637	-0.32264188847763897	0.32264188847763897	0.22034425541584465	-0.40034118926906537	0.40034118926906537	0.3301429077110888	-0.1976684628452059	0.1976684628452059	0.217712368768042	0.42889462001813605	0.29900482605713563	0.5351473515586331	0.388406527112064	6.893444415573272					False
FAM117B	-0.37183286166215623	0.37183286166215623	0.30826149070819175	-0.24843964844386512	0.24843964844386512	0.20325711898355162	-0.08863469316200678	0.08863469316200678	0.4178249035784608	-0.3026005018821962	0.3026005018821962	0.1307992032419045	0.3101362550530107	0.1956175975221015	0.37183286166215623	0.2698706313410704	7.868979355615128					False
FAM120A	0.18891026748127615	0.18891026748127615	0.11643934136999824	0.163510270809045	0.163510270809045	0.10519858652964913	0.13449415028915013	0.13449415028915013	0.36312036832301087	0.023072527616768923	0.023072527616768923	0.26862613014257336	0.17621026914516058	0.07878333895295953	0.18891026748127615	0.13627015596794806	10.195281095379766					False
FAM120A2P	-1.0077025183017279	1.0077025183017279	0.02850260385251129	-1.5172038980957012	1.5172038980957012	0.02525643690813382	-0.0046981780618455815	0.0046981780618455815	0.9775967315926908	-2.2046690081882403	2.2046690081882403	0.26964113590566563	1.2624532081987145	1.104683593125043	2.2046690081882403	1.3294399160227874	3.7879282552083113					False
FAM120AOS	0.15466838321963117	0.15466838321963117	0.06821745252073151	-0.05800803815012401	0.05800803815012401	0.18908650249474354	0.4235363565752088	0.4235363565752088	0.1224450336978592	-0.14077421595058226	0.14077421595058226	0.3584493841748594	0.10633821068487759	0.28215528626289554	0.4235363565752088	0.22700240677407546	8.208237148492113					False
FAM120B	1.0528323010948255	1.0528323010948255	0.13005571659025586	0.320930218514925	0.320930218514925	0.1676414051038612	0.48744260572593756	0.48744260572593756	0.46352105604221483	0.18694441520775307	0.18694441520775307	0.3412058913349746	0.6868812598048752	0.3371935104668453	1.0528323010948255	0.5892938017014268	5.120358981362232					False
FAM120C	0.04229084601914934	0.04229084601914934	0.6147522393189535	-0.1251755057179258	0.1251755057179258	0.3365028366115251	-0.30838841475621237	0.30838841475621237	0.21920328662588667	-0.08228132411910138	0.08228132411910138	0.4080576469622973	0.08373317586853757	0.19533486943765688	0.30838841475621237	0.16365607866782797	5.89920123179524					False
FAM124A	-0.9222821661126224	0.9222821661126224	0.028233703670503357	-1.3151616205462098	1.3151616205462098	0.12472496774705889	0.3233057016655181	0.3233057016655181	0.5170810704286916	-2.184734196939022	2.184734196939022	0.06217090243639827	1.118721893329416	1.2540199493022701	2.184734196939022	1.3289942464048685	6.418809011087217					False
FAM124B	-1.0325094132317174	1.0325094132317174	0.07864499499314388	-1.2827543574078875	1.2827543574078875	0.04566440691475967	-0.6220368170770545	0.6220368170770545	0.3970304285392742	-2.86046845812477	2.86046845812477	0.09277788926641073	1.1576318853198024	1.7412526376009123	2.86046845812477	1.6510174324124165	4.171089046048642					False
FAM131A	0.32203572826071447	0.32203572826071447	0.04743111081010314	-0.14514197439852516	0.14514197439852516	0.5626849527066823	0.1198563843561784	0.1198563843561784	0.7084791132078507	0.2757404551732563	0.2757404551732563	0.4801825286775715	0.23358885132961982	0.19779841976471735	0.32203572826071447	0.23088536307767513	5.5123366821862545					False
FAM131B	-1.4646696381034237	1.4646696381034237	0.030158519196719108	-0.854171778270234	0.854171778270234	0.07104507805881195	-1.2714568086961915	1.2714568086961915	0.08087496201836678	-1.3345889473332697	1.3345889473332697	0.12116095605622641	1.1594207081868289	1.3030228780147306	1.4646696381034237	1.2645714852440146	4.768881838191886					False
FAM131B-AS1	-0.16185565979325026	0.16185565979325026	0.49999999999999956	-0.42583953487099135	0.42583953487099135	0.4949390633322309	0.0	0.0		-0.26808936715542586	0.26808936715542586	0.332415718213239	0.2938475973321208	0.13404468357771293	0.42583953487099135	0.24421662537149894	0.2727731931063188					False
FAM131B-AS2	0.032994042583153416	0.032994042583153416	0.693174580679426	-0.4621269760731139	0.4621269760731139	0.1355697584695284	0.5048680775844585	0.5048680775844585	0.31623425124394083	-0.5989262080249622	0.5989262080249622	0.044707624974563626	0.24756050932813367	0.5518971428047104	0.5989262080249622	0.428185594917642	3.635069750785151					False
FAM131C	0.1484261111177876	0.1484261111177876	0.49999999999999956	0.0	0.0		-0.15609673326958437	0.15609673326958437	0.49999999999999956	0.013877400022494463	0.013877400022494463	0.9495646941336772	0.0742130555588938	0.08498706664603942	0.15609673326958437	0.09052815712634057	0.07233173528273872					False
FAM131C2P	0.0	0.0		0.0	0.0		0.0	0.0		0.004817813702142709	0.004817813702142709	0.9827937215061676	0.0	0.0024089068510713546	0.004817813702142709	0.0017206477507652532	0.03498532432888843					False
FAM133A	0.30015727691003147	0.30015727691003147	0.5828489975798519	-0.9711118263848579	0.9711118263848579	0.04715874841218891	0.17186049137344525	0.17186049137344525	0.4668598922721621	-0.6242963671179877	0.6242963671179877	0.12427135311519825	0.6356345516474446	0.3980784292457165	0.9711118263848579	0.5817501098663345	1.3965252604828895					False
FAM133B	0.2811429267676582	0.2811429267676582	0.00558961262499816	-0.1926322544382657	0.1926322544382657	0.022407054392173612	-0.1354140793852121	0.1354140793852121	0.33903327143572354	-0.0935909034122373	0.0935909034122373	0.23442135794335775	0.23688759060296194	0.1145024913987247	0.2811429267676582	0.19075902468181688	7.074460448822212					False
FAM133CP	-0.3451909405345593	0.3451909405345593	0.03956286707123947	-0.008927587366842266	0.008927587366842266	0.9692456673644612	0.0	0.0		0.013877400022494463	0.013877400022494463	0.9495646941336772	0.17705926395070076	0.006938700011247231	0.3451909405345593	0.12816926177434332	0.11365115203868292					False
FAM133DP	0.7685150070190565	0.7685150070190565	0.2577766540424676	-0.048047494070456276	0.048047494070456276	0.8051259564247485	0.2573032552650103	0.2573032552650103	0.4313447824987688	-0.16133399483706645	0.16133399483706645	0.42870108578624344	0.4082812505447564	0.20931862505103838	0.7685150070190565	0.3744735191152059	1.1559574193959978					False
FAM133EP	-0.29396665927230575	0.29396665927230575	0.49999999999999956	0.0	0.0		0.0	0.0		0.0	0.0		0.14698332963615288	0.0	0.29396665927230575	0.10498809259725204	0.03674583240903822					False
FAM133FP	0.1479872144122747	0.1479872144122747	0.49999999999999956	0.14047982526676206	0.14047982526676206	0.49999999999999956	0.0	0.0		0.14235020416662506	0.14235020416662506	0.49999999999999956	0.14423351983951838	0.07117510208331253	0.1479872144122747	0.11345901145439534	0.05385215548070772					False
FAM133GP	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FAM133HP	-0.03852193973078899	0.03852193973078899	0.9246211021685012	-0.39369408183571347	0.39369408183571347	0.6040676789676015	0.19396656445334015	0.19396656445334015	0.3796074399906716	-0.3664456409563165	0.3664456409563165	0.15228112822391943	0.21610801078325123	0.2802061027048283	0.39369408183571347	0.2689480603285646	0.46059564240461487					False
FAM135A	0.13482695458362404	0.13482695458362404	0.3435560702921079	0.2606264858319367	0.2606264858319367	0.022382464559310474	0.2728997897472212	0.2728997897472212	0.34149379745964664	0.1339524019351126	0.1339524019351126	0.18551647924444273	0.19772672020778037	0.2034260958411669	0.2728997897472212	0.21090831969915186	7.473105415302184					False
FAM135A-AS1	0.0	0.0		-0.10331831554629117	0.10331831554629117	0.783177967923266	0.3279572246430296	0.3279572246430296	0.04453448005787044	-0.28370120848502733	0.28370120848502733	0.5279764390532883	0.051659157773145586	0.3058292165640285	0.3279572246430296	0.20006033537922166	0.23313586394923533					False
FAM135B	0.4002282119458149	0.4002282119458149	0.5000051261446552	-0.27406952671671186	0.27406952671671186	0.4999648825616063	-0.4030451810389777	0.4030451810389777	0.14114351952594445	0.28635442311514114	0.28635442311514114	0.0036771452397588475	0.3371488693312634	0.3446998020770594	0.4030451810389777	0.3497987421805638	0.43794958345332285					False
FAM138A	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FAM138B	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FAM138C	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FAM138D	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FAM138E	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FAM138F	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FAM13A	1.4522648807499343	1.4522648807499343	0.026988485804644937	-0.5801789050879265	0.5801789050879265	0.28705883461315895	0.38187473281978246	0.38187473281978246	0.5907375878600816	-0.6911766188661357	0.6911766188661357	0.1353516985304322	1.0162218929189304	0.5365256758429591	1.4522648807499343	0.8729296552908004	3.524653162473429					False
FAM13A-AS1	0.2363444068688052	0.2363444068688052	0.7228908128627582	0.007594297425858487	0.007594297425858487	0.986568275558055	0.5678977172249959	0.5678977172249959	0.09816675531542327	-0.0661458435310378	0.0661458435310378	0.8819132703238902	0.12196935214733184	0.31702178037801687	0.5678977172249959	0.2692673021144346	0.5026980863376931					False
FAM13B	0.14567893867935933	0.14567893867935933	0.39605527033043475	-0.0008682019140699992	0.0008682019140699992	0.9958843700389548	-0.2891672734334181	0.2891672734334181	0.4964841075950752	-0.20628377052305602	0.20628377052305602	0.15567541430925338	0.07327357029671466	0.24772552197823705	0.2891672734334181	0.17888065003689618	7.386134500618549					False
FAM13B-AS1	-0.19676482941677167	0.19676482941677167	0.4080376209928923	-0.022854794910393106	0.022854794910393106	0.9437845139674298	-0.017652474229156	0.017652474229156	0.9710750796896118	-0.25299465955856454	0.25299465955856454	0.49999999999999956	0.10980981216358239	0.13532356689386027	0.25299465955856454	0.1411992566758418	0.25924065137875263					False
FAM13C	1.2724424581676823	1.2724424581676823	0.09680190096680685	-0.21096237121135336	0.21096237121135336	0.5498932108675563	0.8956360070464042	0.8956360070464042	0.027261588778832977	-0.793399390796575	0.793399390796575	0.07972932377476508	0.7417024146895178	0.8445176989214895	1.2724424581676823	0.8615861141429578	0.9441206644407741					False
FAM149A	0.16889614957778276	0.16889614957778276	0.7691307303336566	-0.8356313836960525	0.8356313836960525	0.22901919930848086	-0.12114485810625153	0.12114485810625153	0.5983719522377235	-0.590859964579936	0.590859964579936	0.007304573506083094	0.5022637666369176	0.35600241134309374	0.8356313836960525	0.48720427394801236	2.927166852223308					False
FAM149B1	0.5515571629039293	0.5515571629039293	0.06434249642161637	0.026126258319726148	0.026126258319726148	0.8804784161481956	-0.25902153276552475	0.25902153276552475	0.7095756086509808	0.10902244158372998	0.10902244158372998	0.2612663094002543	0.28884171061182773	0.18402198717462737	0.5515571629039293	0.2814497508947564	6.082001466511624					False
FAM149B1P1	0.0024466662577565246	0.0024466662577565246	0.9947015768344857	-0.13145779080674705	0.13145779080674705	0.49999999999999956	0.0	0.0		0.01222338524060343	0.01222338524060343	0.9552706549593839	0.06695222853225179	0.006111692620301715	0.13145779080674705	0.05009279346634394	0.12428934983772022					False
FAM149DP	0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0		0.0	0.0	0.0	0.0	0.0					False
FAM151A	-0.6718208254988198	0.6718208254988198	0.024951216263996864	0.695726521706062	0.695726521706062	0.03317096333545339	-0.10870097057662242	0.10870097057662242	0.7463380251691598	0.3618961496380191	0.3618961496380191	0.5306107059826235	0.6837736736024409	0.23529856010732075	0.695726521706062	0.49327760326219244	11.056275332501473					False
FAM151AP1	0.1484261111177876	0.1484261111177876	0.49999999999999956	0.14047982526676206	0.14047982526676206	0.49999999999999956	0.01937168537140252	0.01937168537140252	0.9418635102194752	-0.13012681892602163	0.13012681892602163	0.49999999999999956	0.14445296819227482	0.07474925214871207	0.1484261111177876	0.11514753887724975	0.09382473840264283					False
FAM151B	-0.2991400625832945	0.2991400625832945	0.3024386158512472	0.721017497054028	0.721017497054028	0.13040651822398897	0.2191782596590821	0.2191782596590821	0.13258717129496453	0.9197917955247528	0.9197917955247528	0.014629729072948799	0.5100787798186612	0.5694850275919174	0.9197917955247528	0.5940690311080699	3.161446910489006					False
